"","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f","idx"
"1",28,25,17,22,0.933713272009369,0.543726628278592,0.250089354198644,NA,0.934112954958878,NA,28,25,17,22,0.933713272009369,0.543726628278592,0.250089354198644,NA,0.934112954958878,NA,0.0284574989338278,0.114272910710706,0.0988494128743036,0.0924044508950169,0.0789397973061156,0.087008093173233,0.0895929469902956,0.087008093173233,0.621481057085487,0.934112954958878,0.883158407008136,28,17,25,22,8
