"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"376",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"377",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"378",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"379",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"380",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"381",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"382",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"383",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"384",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"385",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"386",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"387",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
"388",0.39,0.39,2,1,4,0,1,0.5,0.05,100,100,15
