"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final"
"119",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA
"120",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,15,43,17,25,0.211508642691308,0.952780052220784,1,NA,NA,NA,15,43,17,25,0.211508642691308,0.952780052220784,1,NA,NA,NA
"121",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA
"122",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,21,21,0.307958766428558,0.902302009246408,1,NA,NA,NA,22,36,21,21,0.307958766428558,0.902302009246408,1,NA,NA,NA
"123",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA
"124",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,12,30,0.474720652012376,0.805561295328477,1,NA,NA,NA,17,41,12,30,0.474720652012376,0.805561295328477,1,NA,NA,NA
"125",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,11,31,0.593617877680176,0.691341633395549,1,NA,NA,NA,19,39,11,31,0.593617877680176,0.691341633395549,1,NA,NA,NA
"126",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,15,27,0.350038290564188,0.886934894400922,1,NA,NA,NA,17,41,15,27,0.350038290564188,0.886934894400922,1,NA,NA,NA
"127",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,15,27,0.313516170988583,0.908579335856748,1,NA,NA,NA,16,42,15,27,0.313516170988583,0.908579335856748,1,NA,NA,NA
"128",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,21,21,0.340537473027485,0.882860414364583,1,NA,NA,NA,23,35,21,21,0.340537473027485,0.882860414364583,1,NA,NA,NA
"129",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,14,44,14,28,0.277381700848175,0.929908817762382,1,NA,NA,NA,14,44,14,28,0.277381700848175,0.929908817762382,1,NA,NA,NA
"130",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,13,29,0.392841323132514,0.86526755929424,1,NA,NA,NA,16,42,13,29,0.392841323132514,0.86526755929424,1,NA,NA,NA
"131",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA
"132",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA
"133",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA
"134",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA
"135",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA
"136",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,12,46,13,29,0.239756166937497,0.949111614528734,1,NA,NA,NA,12,46,13,29,0.239756166937497,0.949111614528734,1,NA,NA,NA
"137",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,13,29,0.431124079869371,0.83676425555414,1,NA,NA,NA,17,41,13,29,0.431124079869371,0.83676425555414,1,NA,NA,NA
"138",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,11,37,16,14,0.105465499357182,0.976247353429461,1,NA,NA,NA,12,38,17,14,0.100211144133486,0.978603657916517,1,NA,NA,NA
"139",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA
"140",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,21,21,0.373683190157804,0.861098331578333,1,NA,NA,NA,24,34,21,21,0.373683190157804,0.861098331578333,1,NA,NA,NA
"141",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA
"142",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA
"143",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,15,27,0.38676428033474,0.862518273962926,1,NA,NA,NA,18,40,15,27,0.38676428033474,0.862518273962926,1,NA,NA,NA
"144",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,15,40,21,18,0.11062739096875,0.979319004572623,1,NA,NA,NA,15,43,21,18,0.0888130066717005,0.985584768643361,1,NA,NA,NA
"145",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,12,36,18,14,0.103170871913385,0.976969271993611,1,NA,NA,NA,12,36,19,16,0.107081281336682,0.976723616799761,1,NA,NA,NA
"146",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA
"147",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,18,24,0.345566779830815,0.883482131723388,1,NA,NA,NA,20,38,18,24,0.345566779830815,0.883482131723388,1,NA,NA,NA
"148",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,16,26,0.527215716319798,0.74107975795479,1,NA,NA,NA,23,35,16,26,0.527215716319798,0.74107975795479,1,NA,NA,NA
"149",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,15,43,17,25,0.211508642691308,0.952780052220784,1,NA,NA,NA,15,43,17,25,0.211508642691308,0.952780052220784,1,NA,NA,NA
"150",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"151",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA
"152",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,16,26,0.312701581349687,0.906723314324327,1,NA,NA,NA,17,41,16,26,0.312701581349687,0.906723314324327,1,NA,NA,NA
"153",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA
"154",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,20,22,0.245434657644366,0.93524724150681,1,NA,NA,NA,19,39,20,22,0.245434657644366,0.93524724150681,1,NA,NA,NA
"155",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,22,20,0.136054345293641,0.974307133804338,1,NA,NA,NA,17,41,22,20,0.136054345293641,0.974307133804338,1,NA,NA,NA
"156",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA
"157",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA
"158",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA
"159",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA
"160",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA
"161",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,19,23,0.18439310466601,0.960700721105973,1,NA,NA,NA,16,42,19,23,0.18439310466601,0.960700721105973,1,NA,NA,NA
"162",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA
"163",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,19,23,0.214132923593897,0.949542699628887,1,NA,NA,NA,17,41,19,23,0.214132923593897,0.949542699628887,1,NA,NA,NA
"164",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA
"165",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,19,23,0.18439310466601,0.960700721105973,1,NA,NA,NA,16,42,19,23,0.18439310466601,0.960700721105973,1,NA,NA,NA
"166",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,22,20,0.215242608323814,0.946757146884983,1,NA,NA,NA,20,38,22,20,0.215242608323814,0.946757146884983,1,NA,NA,NA
"167",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,11,31,0.805773568767612,0.39868901380915,1,NA,NA,NA,26,32,11,31,0.805773568767612,0.39868901380915,1,NA,NA,NA
"168",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,19,23,0.31046613429414,0.903107583670498,1,NA,NA,NA,20,38,19,23,0.31046613429414,0.903107583670498,1,NA,NA,NA
"169",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,14,28,0.464091891382633,0.805546592185287,1,NA,NA,NA,19,39,14,28,0.464091891382633,0.805546592185287,1,NA,NA,NA
"170",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA
"171",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,13,29,0.578022497744286,0.697931909731559,1,NA,NA,NA,21,37,13,29,0.578022497744286,0.697931909731559,1,NA,NA,NA
"172",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,14,44,18,24,0.153791732946652,0.971452475908626,1,NA,NA,NA,14,44,18,24,0.153791732946652,0.971452475908626,1,NA,NA,NA
"173",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,20,22,0.276958081496706,0.92001490373589,1,NA,NA,NA,20,38,20,22,0.276958081496706,0.92001490373589,1,NA,NA,NA
"174",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"175",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA
"176",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,15,27,0.697086829550653,0.546602157661175,1,NA,NA,NA,27,31,15,27,0.697086829550653,0.546602157661175,1,NA,NA,NA
"177",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,20,22,0.245434657644366,0.93524724150681,1,NA,NA,NA,19,39,20,22,0.245434657644366,0.93524724150681,1,NA,NA,NA
"178",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA
"179",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,7,37,12,14,0.091494562432482,0.979312620267252,1,NA,NA,NA,8,37,13,15,0.102637844648643,0.976655699069793,1,NA,NA,NA
"180",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,18,24,0.212958346856705,0.951022828729875,1,NA,NA,NA,16,42,18,24,0.212958346856705,0.951022828729875,1,NA,NA,NA
"181",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA
"182",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,20,22,0.478311988214241,0.77999510771181,1,NA,NA,NA,26,32,20,22,0.478311988214241,0.77999510771181,1,NA,NA,NA
"183",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,15,43,11,31,0.4419589081995,0.838997936218759,1,NA,NA,NA,15,43,11,31,0.4419589081995,0.838997936218759,1,NA,NA,NA
"184",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,7,38,14,11,0.0480074496350951,0.98993364087719,1,NA,NA,NA,7,39,14,13,0.0522688638555047,0.989717043280044,1,NA,NA,NA
"185",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,13,29,0.612477647696067,0.658621800321737,1,NA,NA,NA,22,36,13,29,0.612477647696067,0.658621800321737,1,NA,NA,NA
"186",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA
"187",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA
"188",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA
"189",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"190",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,14,28,0.732134142869896,0.500856209685517,1,NA,NA,NA,27,31,14,28,0.732134142869896,0.500856209685517,1,NA,NA,NA
"191",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,23,19,0.433698458785103,0.815029834606274,1,NA,NA,NA,28,30,23,19,0.433698458785103,0.815029834606274,1,NA,NA,NA
"192",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,17,25,0.687878509463396,0.555378065015552,1,NA,NA,NA,29,29,17,25,0.687878509463396,0.555378065015552,1,NA,NA,NA
"193",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,20,22,0.309342528859133,0.902530260052974,1,NA,NA,NA,21,37,20,22,0.309342528859133,0.902530260052974,1,NA,NA,NA
"194",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA
"195",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA,18,40,17,25,0.311982142674306,0.905205777784111,1,NA,NA,NA
"196",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,25,17,0.160371679278174,0.965637503593186,1,NA,NA,NA,21,37,25,17,0.160371679278174,0.965637503593186,1,NA,NA,NA
"197",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA,20,38,13,29,0.542525766945601,0.73575989449651,1,NA,NA,NA
"198",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,21,21,0.134523970320147,0.975186674913678,1,NA,NA,NA,16,42,21,21,0.134523970320147,0.975186674913678,1,NA,NA,NA
"199",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,20,22,0.444158693588171,0.809115811009984,1,NA,NA,NA,25,33,20,22,0.444158693588171,0.809115811009984,1,NA,NA,NA
"200",2,0.33,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,18,24,0.345566779830815,0.883482131723388,1,NA,NA,NA,20,38,18,24,0.345566779830815,0.883482131723388,1,NA,NA,NA
"201",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,13,29,0.766056659335788,0.454226197332434,1,NA,NA,NA,27,31,13,29,0.766056659335788,0.454226197332434,1,NA,NA,NA
"202",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA
"203",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,21,21,0.508622782851102,0.751299355965542,1,NA,NA,NA,28,30,21,21,0.508622782851102,0.751299355965542,1,NA,NA,NA
"204",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA
"205",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,17,25,0.488390480522332,0.775677661018609,1,NA,NA,NA,23,35,17,25,0.488390480522332,0.775677661018609,1,NA,NA,NA
"206",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,16,26,0.628968091069098,0.630291648486094,1,NA,NA,NA,26,32,16,26,0.628968091069098,0.630291648486094,1,NA,NA,NA
"207",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,19,23,0.481671740591902,0.778280565266842,1,NA,NA,NA,25,33,19,23,0.481671740591902,0.778280565266842,1,NA,NA,NA
"208",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA
"209",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,10,32,0.837163550976307,0.350385630013565,1,NA,NA,NA,26,32,10,32,0.837163550976307,0.350385630013565,1,NA,NA,NA
"210",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,15,27,0.726890648598121,0.506181113462852,1,NA,NA,NA,28,30,15,27,0.726890648598121,0.506181113462852,1,NA,NA,NA
"211",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,15,27,0.697086829550653,0.546602157661175,1,NA,NA,NA,27,31,15,27,0.697086829550653,0.546602157661175,1,NA,NA,NA
"212",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA
"213",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,17,25,0.382275208198475,0.860876326518531,1,NA,NA,NA,20,38,17,25,0.382275208198475,0.860876326518531,1,NA,NA,NA
"214",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA
"215",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA
"216",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA
"217",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,12,30,0.474720652012376,0.805561295328477,1,NA,NA,NA,17,41,12,30,0.474720652012376,0.805561295328477,1,NA,NA,NA
"218",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,20,22,0.309342528859133,0.902530260052974,1,NA,NA,NA,21,37,20,22,0.309342528859133,0.902530260052974,1,NA,NA,NA
"219",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,18,24,0.380323019415106,0.860469946990969,1,NA,NA,NA,21,37,18,24,0.380323019415106,0.860469946990969,1,NA,NA,NA
"220",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,20,22,0.410064506975067,0.835990327153479,1,NA,NA,NA,24,34,20,22,0.410064506975067,0.835990327153479,1,NA,NA,NA
"221",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,13,29,0.792484378812516,0.414394407277232,1,NA,NA,NA,28,30,13,29,0.792484378812516,0.414394407277232,1,NA,NA,NA
"222",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA
"223",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,15,27,0.313516170988583,0.908579335856748,1,NA,NA,NA,16,42,15,27,0.313516170988583,0.908579335856748,1,NA,NA,NA
"224",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,15,27,0.496103765405461,0.773606846105166,1,NA,NA,NA,21,37,15,27,0.496103765405461,0.773606846105166,1,NA,NA,NA
"225",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,19,23,0.515962733827474,0.746529614147353,1,NA,NA,NA,26,32,19,23,0.515962733827474,0.746529614147353,1,NA,NA,NA
"226",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,16,26,0.527215716319798,0.74107975795479,1,NA,NA,NA,23,35,16,26,0.527215716319798,0.74107975795479,1,NA,NA,NA
"227",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,21,21,0.276110195592944,0.919480726549362,1,NA,NA,NA,21,37,21,21,0.276110195592944,0.919480726549362,1,NA,NA,NA
"228",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,13,29,0.578022497744286,0.697931909731559,1,NA,NA,NA,21,37,13,29,0.578022497744286,0.697931909731559,1,NA,NA,NA
"229",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA
"230",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,18,24,0.587366834253464,0.674437606249965,1,NA,NA,NA,27,31,18,24,0.587366834253464,0.674437606249965,1,NA,NA,NA
"231",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,11,31,0.481506740567105,0.805729930602596,1,NA,NA,NA,16,42,11,31,0.481506740567105,0.805729930602596,1,NA,NA,NA
"232",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,32,26,19,23,0.710496639873242,0.524008381578996,1,NA,NA,NA,32,26,19,23,0.710496639873242,0.524008381578996,1,NA,NA,NA
"233",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,17,25,0.488390480522332,0.775677661018609,1,NA,NA,NA,23,35,17,25,0.488390480522332,0.775677661018609,1,NA,NA,NA
"234",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA
"235",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,20,22,0.376073362334139,0.860537522282393,1,NA,NA,NA,23,35,20,22,0.376073362334139,0.860537522282393,1,NA,NA,NA
"236",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,22,20,0.215242608323814,0.946757146884983,1,NA,NA,NA,20,38,22,20,0.215242608323814,0.946757146884983,1,NA,NA,NA
"237",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA
"238",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,20,22,0.276958081496706,0.92001490373589,1,NA,NA,NA,20,38,20,22,0.276958081496706,0.92001490373589,1,NA,NA,NA
"239",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,20,22,0.410064506975067,0.835990327153479,1,NA,NA,NA,24,34,20,22,0.410064506975067,0.835990327153479,1,NA,NA,NA
"240",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA
"241",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA
"242",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA
"243",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,11,31,0.628447347409577,0.649878965847016,1,NA,NA,NA,20,38,11,31,0.628447347409577,0.649878965847016,1,NA,NA,NA
"244",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA
"245",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA
"246",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,15,27,0.531694966367527,0.739374594232576,1,NA,NA,NA,22,36,15,27,0.531694966367527,0.739374594232576,1,NA,NA,NA
