"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final"
"247",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,19,23,0.583432217699948,0.677406075216644,1,NA,NA,NA,28,30,19,23,0.583432217699948,0.677406075216644,1,NA,NA,NA
"248",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA,20,38,14,28,0.500727679530914,0.772682092708518,1,NA,NA,NA
"249",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,14,28,0.702498205418341,0.541617064693271,1,NA,NA,NA,26,32,14,28,0.702498205418341,0.541617064693271,1,NA,NA,NA
"250",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA
"251",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA,20,38,12,30,0.585188291942671,0.694844999501573,1,NA,NA,NA
"252",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA,16,42,17,25,0.244002981832633,0.939339509833606,1,NA,NA,NA
"253",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,19,23,0.31046613429414,0.903107583670498,1,NA,NA,NA,20,38,19,23,0.31046613429414,0.903107583670498,1,NA,NA,NA
"254",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA
"255",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA
"256",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,14,44,19,23,0.129923926573204,0.977494871700325,1,NA,NA,NA,14,44,19,23,0.129923926573204,0.977494871700325,1,NA,NA,NA
"257",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,21,21,0.508622782851102,0.751299355965542,1,NA,NA,NA,28,30,21,21,0.508622782851102,0.751299355965542,1,NA,NA,NA
"258",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA
"259",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA
"260",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,17,25,0.453228190155412,0.806444882141734,1,NA,NA,NA,22,36,17,25,0.453228190155412,0.806444882141734,1,NA,NA,NA
"261",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,17,25,0.656673116919078,0.594902057801397,1,NA,NA,NA,28,30,17,25,0.656673116919078,0.594902057801397,1,NA,NA,NA
"262",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,31,27,18,24,0.714102222941266,0.519777729772756,1,NA,NA,NA,31,27,18,24,0.714102222941266,0.519777729772756,1,NA,NA,NA
"263",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA
"264",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,8,34,0.856044434765944,0.325925549685392,1,NA,NA,NA,24,34,8,34,0.856044434765944,0.325925549685392,1,NA,NA,NA
"265",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA,19,39,18,24,0.31126106577349,0.903997254028525,1,NA,NA,NA
"266",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,19,23,0.214132923593897,0.949542699628887,1,NA,NA,NA,17,41,19,23,0.214132923593897,0.949542699628887,1,NA,NA,NA
"267",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA
"268",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA,19,39,16,26,0.384390796828698,0.861561452002791,1,NA,NA,NA
"269",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA
"270",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,17,25,0.656673116919078,0.594902057801397,1,NA,NA,NA,28,30,17,25,0.656673116919078,0.594902057801397,1,NA,NA,NA
"271",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,19,23,0.412656229846272,0.835319912836639,1,NA,NA,NA,23,35,19,23,0.412656229846272,0.835319912836639,1,NA,NA,NA
"272",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA,18,40,16,26,0.348402234145378,0.885481203178823,1,NA,NA,NA
"273",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA
"274",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,20,22,0.546153258335464,0.71554610305432,1,NA,NA,NA,28,30,20,22,0.546153258335464,0.71554610305432,1,NA,NA,NA
"275",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,14,28,0.38954155152138,0.863748720145139,1,NA,NA,NA,17,41,14,28,0.38954155152138,0.863748720145139,1,NA,NA,NA
"276",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA
"277",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,18,24,0.450142498181346,0.80706913691496,1,NA,NA,NA,23,35,18,24,0.450142498181346,0.80706913691496,1,NA,NA,NA
"278",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA
"279",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,16,42,16,26,0.277520442652363,0.925315897889925,1,NA,NA,NA,16,42,16,26,0.277520442652363,0.925315897889925,1,NA,NA,NA
"280",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,19,23,0.447187445044832,0.807937954307817,1,NA,NA,NA,24,34,19,23,0.447187445044832,0.807937954307817,1,NA,NA,NA
"281",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,32,26,21,21,0.641131991371747,0.610546138962427,1,NA,NA,NA,32,26,21,21,0.641131991371747,0.610546138962427,1,NA,NA,NA
"282",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,15,27,0.566613188881383,0.703263034590669,1,NA,NA,NA,23,35,15,27,0.566613188881383,0.703263034590669,1,NA,NA,NA
"283",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA,21,37,16,26,0.456400827632559,0.805991336026418,1,NA,NA,NA
"284",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,18,24,0.553738250549436,0.710328358292263,1,NA,NA,NA,26,32,18,24,0.553738250549436,0.710328358292263,1,NA,NA,NA
"285",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,12,30,0.549376107537143,0.733722419820587,1,NA,NA,NA,19,39,12,30,0.549376107537143,0.733722419820587,1,NA,NA,NA
"286",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,19,23,0.277386496215472,0.920871772842713,1,NA,NA,NA,19,39,19,23,0.277386496215472,0.920871772842713,1,NA,NA,NA
"287",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,30,28,15,27,0.782429855649029,0.426353701473378,1,NA,NA,NA,30,28,15,27,0.782429855649029,0.426353701473378,1,NA,NA,NA
"288",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA,17,41,18,24,0.244729143704353,0.937676052552354,1,NA,NA,NA
"289",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,19,23,0.344093918290132,0.882939786284901,1,NA,NA,NA,21,37,19,23,0.344093918290132,0.882939786284901,1,NA,NA,NA
"290",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,13,29,0.708740787113759,0.535950729574156,1,NA,NA,NA,25,33,13,29,0.708740787113759,0.535950729574156,1,NA,NA,NA
"291",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,12,30,0.685252222238278,0.571455959549524,1,NA,NA,NA,23,35,12,30,0.685252222238278,0.571455959549524,1,NA,NA,NA
"292",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA
"293",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA,19,39,15,27,0.423475314675769,0.835406743801239,1,NA,NA,NA
"294",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,15,27,0.459979462981622,0.805703974294117,1,NA,NA,NA,20,38,15,27,0.459979462981622,0.805703974294117,1,NA,NA,NA
"295",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,19,23,0.344093918290132,0.882939786284901,1,NA,NA,NA,21,37,19,23,0.344093918290132,0.882939786284901,1,NA,NA,NA
"296",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA
"297",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,18,24,0.415177283696586,0.834973662037981,1,NA,NA,NA,22,36,18,24,0.415177283696586,0.834973662037981,1,NA,NA,NA
"298",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,20,22,0.342454682865585,0.882717445799458,1,NA,NA,NA,22,36,20,22,0.342454682865585,0.882717445799458,1,NA,NA,NA
"299",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,18,24,0.415177283696586,0.834973662037981,1,NA,NA,NA,22,36,18,24,0.415177283696586,0.834973662037981,1,NA,NA,NA
"300",3,0.39,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,11,31,0.593617877680176,0.691341633395549,1,NA,NA,NA,19,39,11,31,0.593617877680176,0.691341633395549,1,NA,NA,NA
"301",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA
"302",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,23,19,0.303896828721065,0.903001059793447,1,NA,NA,NA,24,34,23,19,0.303896828721065,0.903001059793447,1,NA,NA,NA
"303",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA
"304",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,35,23,22,20,0.7008641718151,0.537601356089758,1,NA,NA,NA,35,23,22,20,0.7008641718151,0.537601356089758,1,NA,NA,NA
"305",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,30,28,15,27,0.782429855649029,0.426353701473378,1,NA,NA,NA,30,28,15,27,0.782429855649029,0.426353701473378,1,NA,NA,NA
"306",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA
"307",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,14,28,0.536698843487421,0.737583129079254,1,NA,NA,NA,21,37,14,28,0.536698843487421,0.737583129079254,1,NA,NA,NA
"308",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,20,22,0.444158693588171,0.809115811009984,1,NA,NA,NA,25,33,20,22,0.444158693588171,0.809115811009984,1,NA,NA,NA
"309",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,12,30,0.745045852531402,0.487927912017132,1,NA,NA,NA,25,33,12,30,0.745045852531402,0.487927912017132,1,NA,NA,NA
"310",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA,25,33,14,28,0.671531747661747,0.582362479386177,1,NA,NA,NA
"311",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,30,28,19,23,0.648598804444416,0.60242816356519,1,NA,NA,NA,30,28,19,23,0.648598804444416,0.60242816356519,1,NA,NA,NA
"312",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA,22,36,16,26,0.492068887998997,0.774610850172881,1,NA,NA,NA
"313",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,12,30,0.549376107537143,0.733722419820587,1,NA,NA,NA,19,39,12,30,0.549376107537143,0.733722419820587,1,NA,NA,NA
"314",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,34,24,18,24,0.797826171033755,0.40139812324879,1,NA,NA,NA,34,24,18,24,0.797826171033755,0.40139812324879,1,NA,NA,NA
"315",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA,27,31,16,26,0.661138883370237,0.591011339251378,1,NA,NA,NA
"316",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,16,26,0.722207228300191,0.511011034157903,1,NA,NA,NA,29,29,16,26,0.722207228300191,0.511011034157903,1,NA,NA,NA
"317",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,17,25,0.591467494460197,0.671520235485215,1,NA,NA,NA,26,32,17,25,0.591467494460197,0.671520235485215,1,NA,NA,NA
"318",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"319",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,19,23,0.54992514241391,0.712827248781325,1,NA,NA,NA,27,31,19,23,0.54992514241391,0.712827248781325,1,NA,NA,NA
"320",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,30,28,17,25,0.717998439747705,0.515495384998035,1,NA,NA,NA,30,28,17,25,0.717998439747705,0.515495384998035,1,NA,NA,NA
"321",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,17,25,0.453228190155412,0.806444882141734,1,NA,NA,NA,22,36,17,25,0.453228190155412,0.806444882141734,1,NA,NA,NA
"322",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,13,29,0.766056659335788,0.454226197332434,1,NA,NA,NA,27,31,13,29,0.766056659335788,0.454226197332434,1,NA,NA,NA
"323",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,31,27,16,26,0.778260191204239,0.43139938083013,1,NA,NA,NA,31,27,16,26,0.778260191204239,0.43139938083013,1,NA,NA,NA
"324",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA
"325",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,24,18,0.30111523117049,0.90397538194703,1,NA,NA,NA,25,33,24,18,0.30111523117049,0.90397538194703,1,NA,NA,NA
"326",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA,24,34,15,27,0.600642747361631,0.665582202007371,1,NA,NA,NA
"327",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,13,29,0.817313287869141,0.37574788981307,1,NA,NA,NA,29,29,13,29,0.817313287869141,0.37574788981307,1,NA,NA,NA
"328",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA,19,39,17,25,0.346952838895822,0.884324331901928,1,NA,NA,NA
"329",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,21,21,0.407189572256726,0.837028977419387,1,NA,NA,NA,25,33,21,21,0.407189572256726,0.837028977419387,1,NA,NA,NA
"330",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,34,24,20,22,0.736861841876902,0.488628382828627,1,NA,NA,NA,34,24,20,22,0.736861841876902,0.488628382828627,1,NA,NA,NA
"331",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA,25,33,17,25,0.557686899963659,0.707967885702133,1,NA,NA,NA
"332",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,11,31,0.628447347409577,0.649878965847016,1,NA,NA,NA,20,38,11,31,0.628447347409577,0.649878965847016,1,NA,NA,NA
"333",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,31,27,17,25,0.746915375574576,0.475599504246556,1,NA,NA,NA,31,27,17,25,0.746915375574576,0.475599504246556,1,NA,NA,NA
"334",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,12,30,0.745045852531402,0.487927912017132,1,NA,NA,NA,25,33,12,30,0.745045852531402,0.487927912017132,1,NA,NA,NA
"335",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,10,32,0.813976104585862,0.388919791754855,1,NA,NA,NA,25,33,10,32,0.813976104585862,0.388919791754855,1,NA,NA,NA
"336",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,20,22,0.512351173782647,0.748751016342935,1,NA,NA,NA,27,31,20,22,0.512351173782647,0.748751016342935,1,NA,NA,NA
"337",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA,19,39,13,29,0.506129180649108,0.771733230165493,1,NA,NA,NA
"338",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,31,27,20,22,0.644807121676072,0.606370517240571,1,NA,NA,NA,31,27,20,22,0.644807121676072,0.606370517240571,1,NA,NA,NA
"339",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA
"340",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,23,19,0.273125445587627,0.919498204358404,1,NA,NA,NA,23,35,23,19,0.273125445587627,0.919498204358404,1,NA,NA,NA
"341",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA,24,34,16,26,0.561901794060595,0.705652043134753,1,NA,NA,NA
"342",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,33,25,14,28,0.878170895861049,0.274831963369876,1,NA,NA,NA,33,25,14,28,0.878170895861049,0.274831963369876,1,NA,NA,NA
"343",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"344",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,19,23,0.447187445044832,0.807937954307817,1,NA,NA,NA,24,34,19,23,0.447187445044832,0.807937954307817,1,NA,NA,NA
"345",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,15,27,0.755366445825846,0.465983922621133,1,NA,NA,NA,29,29,15,27,0.755366445825846,0.465983922621133,1,NA,NA,NA
"346",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,21,21,0.245172586900733,0.934477622602927,1,NA,NA,NA,20,38,21,21,0.245172586900733,0.934477622602927,1,NA,NA,NA
"347",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,31,27,21,21,0.608681946418674,0.647973881490139,1,NA,NA,NA,31,27,21,21,0.608681946418674,0.647973881490139,1,NA,NA,NA
"348",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,17,25,0.591467494460197,0.671520235485215,1,NA,NA,NA,26,32,17,25,0.591467494460197,0.671520235485215,1,NA,NA,NA
"349",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,19,23,0.481671740591902,0.778280565266842,1,NA,NA,NA,25,33,19,23,0.481671740591902,0.778280565266842,1,NA,NA,NA
"350",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,21,37,17,25,0.417750349397122,0.834891211941125,1,NA,NA,NA,21,37,17,25,0.417750349397122,0.834891211941125,1,NA,NA,NA
"351",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"352",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,21,21,0.340537473027485,0.882860414364583,1,NA,NA,NA,23,35,21,21,0.340537473027485,0.882860414364583,1,NA,NA,NA
"353",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA,24,34,18,24,0.484990458298191,0.776904227532986,1,NA,NA,NA
"354",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,14,28,0.702498205418341,0.541617064693271,1,NA,NA,NA,26,32,14,28,0.702498205418341,0.541617064693271,1,NA,NA,NA
"355",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA
"356",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA,25,33,18,24,0.519569462747916,0.744561502662952,1,NA,NA,NA
"357",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,25,33,23,19,0.335480396626225,0.884355407061791,1,NA,NA,NA,25,33,23,19,0.335480396626225,0.884355407061791,1,NA,NA,NA
"358",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,17,25,0.687878509463396,0.555378065015552,1,NA,NA,NA,29,29,17,25,0.687878509463396,0.555378065015552,1,NA,NA,NA
"359",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA,24,34,17,25,0.523283122445202,0.742775523284789,1,NA,NA,NA
"360",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,12,30,0.715895637777951,0.529571559286273,1,NA,NA,NA,24,34,12,30,0.715895637777951,0.529571559286273,1,NA,NA,NA
"361",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA,20,38,16,26,0.420450851709572,0.835024963404953,1,NA,NA,NA
"362",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,26,32,13,29,0.738095820439831,0.494852070675556,1,NA,NA,NA,26,32,13,29,0.738095820439831,0.494852070675556,1,NA,NA,NA
"363",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,16,26,0.692252484005915,0.551138069050726,1,NA,NA,NA,28,30,16,26,0.692252484005915,0.551138069050726,1,NA,NA,NA
"364",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA,22,36,14,28,0.571902565848399,0.70069937358655,1,NA,NA,NA
"365",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA,23,35,13,29,0.64582486323246,0.618275905910494,1,NA,NA,NA
"366",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,8,34,0.834477551930089,0.364312844911406,1,NA,NA,NA,23,35,8,34,0.834477551930089,0.364312844911406,1,NA,NA,NA
"367",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA,18,40,19,23,0.245213727983866,0.936314033622626,1,NA,NA,NA
"368",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,18,40,14,28,0.426984919726653,0.835978079729266,1,NA,NA,NA,18,40,14,28,0.426984919726653,0.835978079729266,1,NA,NA,NA
"369",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA,29,29,14,28,0.787137535654741,0.420740446814413,1,NA,NA,NA
"370",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,24,34,21,21,0.373683190157804,0.861098331578333,1,NA,NA,NA,24,34,21,21,0.373683190157804,0.861098331578333,1,NA,NA,NA
"371",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,30,28,17,25,0.717998439747705,0.515495384998035,1,NA,NA,NA,30,28,17,25,0.717998439747705,0.515495384998035,1,NA,NA,NA
"372",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,23,35,12,30,0.685252222238278,0.571455959549524,1,NA,NA,NA,23,35,12,30,0.685252222238278,0.571455959549524,1,NA,NA,NA
"373",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,27,31,22,20,0.437463041609678,0.812598209558028,1,NA,NA,NA,27,31,22,20,0.437463041609678,0.812598209558028,1,NA,NA,NA
"374",4,0.45,0.39,2,1,4,0,1,0.5,0.05,100,70,100,28,30,19,23,0.583432217699948,0.677406075216644,1,NA,NA,NA,28,30,19,23,0.583432217699948,0.677406075216644,1,NA,NA,NA
