"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.956149400986099,0.956322933527348,0.957884726398595,0.960487714517339,0.964826028048579,0.969164341579819,0.971767329698562,0.973329122569809,0.973502655111058,0.67
