"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.961177192822465,0.961239385432229,0.961799118920102,0.962732008066556,0.964286823310647,0.965841638554737,0.966774527701192,0.967334261189065,0.967396453798828,0.52
