"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.84360895183134,0.844913019391094,0.856649627428877,0.876210640825182,0.908812329819024,0.941414018812866,0.960975032209171,0.972711640246954,0.974015707806708,0.54
