"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.953037523076994,0.953192971257141,0.954592004878461,0.956923727580661,0.960809932084327,0.964696136587994,0.967027859290194,0.968426892911514,0.968582341091661,0.47
