"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.94270845651506,0.942890633465773,0.944530226022195,0.947262880282899,0.949447033047385,0.953831950798848,0.960525982036108,0.964542400778465,0.964988669527615,0.51
