"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.9629540725949,0.962998496406939,0.963398310715293,0.964064667895882,0.965175263196864,0.966285858497846,0.966952215678435,0.967352029986789,0.967396453798828,0.58
