"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.972715107517853,0.972718723533825,0.972751267677572,0.972805507917151,0.972895908316449,0.972986308715748,0.973040548955326,0.973073093099074,0.973076709115046,0.62
