"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.963307738568671,0.963430400025576,0.964534353137718,0.966374274991289,0.968826491019709,0.971337044820487,0.973281974664304,0.974448932570593,0.974578594560181,0.55
