"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.962286685803747,0.57
