"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.952550862937173,0.952941090080567,0.956453134371116,0.962306541522029,0.968139085728068,0.971433585319692,0.972718512164662,0.973489468271643,0.973575130061308,0.59
