"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","p.range"
"1",0.96199679707073,0.962123610338754,0.963264929750975,0.965167128771344,0.968337460471957,0.971507792172571,0.973409991192939,0.97455131060516,0.974678123873185,0.65
