"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.354,0.302,0,0,92.57,93.506,0.512528263874945,0.512046480260606,0.383975765429197,0.385154649702379,0.408566821513849,0.408573625131855,0.0857182666703641,0.0857229084486486,0.425,0.409,0.25,18
