"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.61,0.566,0,0,86.18,87.824,0.571733045845488,0.571350196432551,0.381271161187534,0.383518378383472,0.425873819673066,0.42610291502176,0.11004001638706,0.110235757800337,0.077,0.066,0.25,19
