"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.642,0.586,0,0,85.78,87.502,0.632206441233577,0.631847922055228,0.381518838915822,0.383737496831415,0.445080869473452,0.445089422700582,0.134616419102917,0.135110800508889,0.002,0.002,0.5,15
