"","X","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",1,0.02,0.01,0,0,99.48,99.54,0.414358440775088,0.414302643590637,0.365007327828921,0.364971111655889,0.99,0.98,14
"2",1,0,0,0,0,100,100,0.419078668645404,0.419078668645404,0.360296390366039,0.360296390366039,0.99,0.99,1
"3",1,0.09,0.05,0,0,95.4,95.67,0.430936415153267,0.430635736003438,0.367420771966683,0.367253195275022,0.94,0.95,27
"4",1,0.22,0.16,0,0,90.44,91.1,0.41545902466632,0.41592219817955,0.350372992544993,0.351302472238001,1,1,40
"5",1,0.92,0.49,0,0,15.9,18.66,0.48035430743872,0.470809018091016,0.393941709526152,0.386424751848222,1,1,53
