"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.955079915991526,0.956072039860891,0.961647059427106,0.968252618578238,0.971676528481269,0.973713176772128,0.974159638278644,0.974789669827448,0.974945653421852,25
