"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.960847517629623,0.961211261360482,0.96357721245929,0.969281365374096,0.97204525330803,0.973140364252829,0.974418093944065,0.974941937729525,0.974951264019321,18
