"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.957998353245631,0.958278207615378,0.960987572732869,0.96731013066701,0.970380045244988,0.972177444653453,0.973238707621146,0.974536083865073,0.974714711270368,23
