"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.962041176719986,0.962070627963422,0.962335689154343,0.962777457805878,0.969670173756897,0.97120232727028,0.972481950481773,0.97324972440867,0.973335032622769,5
