"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.954442186168144,0.957756517907259,0.964917926412808,0.968736296199175,0.971400965364671,0.973469307899934,0.974374575900393,0.974695729553309,0.974695729553309,24
