"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.959794380953839,0.959864419378259,0.960494765198038,0.965601116928286,0.970749577939504,0.973739213360202,0.974322534556853,0.974585622321125,0.974614854294933,8
