"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.958518382482263,0.958850535084979,0.961252087759962,0.964285179138933,0.969341941636904,0.97179935131397,0.972367501476567,0.973691174289832,0.973849356244073,52
