"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.95958495567777,0.959914988114342,0.962202912362828,0.967245780424014,0.972646765408184,0.973046824954383,0.974001029292334,0.974486777385795,0.974486777385795,53
