"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","p.range"
"1",0,0,0,0,1,0.6,NA,NA,0.358150375107308,0.383767903559913,73.6,80,0.38626436371081,0.402706635367372,1,1,0.4
