"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.0136,0.0136,0.0253,0.0253,0.9864,0.9864,NA,NA,0.400106666666667,0.400106666666667,60,60,0.41364589356245,0.41364589356245,0.963,0.963,114
