"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.0272,0.0123,0.0277,0.0274,0.9728,0.8708,NA,NA,0.346815855606296,0.375748605398339,19.8782,27.8537,0.41604714283804,0.415991681425924,0.9721,0.9692,101
