"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.0697,0.0382,0.0701,0.0623,0.9303,0.8427,NA,NA,0.376926442611445,0.400149732489503,22.5412,30.527,0.423898783527369,0.42669792849607,0.9303,0.95,3
