"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.0326,0.0151,0.0331,0.0314,0.9674,0.8932,NA,NA,0.347341508751001,0.377080659591848,18.1708,26.1593,0.41700654059733,0.417233855360796,0.9669,0.9668,51
