"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.5878,0.4947,0.5904,0.6142,0.4122,0.2948,NA,NA,0.570294791073285,0.569609793497471,26.4932,34.4756,0.564899890266542,0.562518435973901,0.9613,0.9525,66
