"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.0573,0.0285,0.0623,0.0674,0.9427,0.8415,NA,NA,0.38113021310133,0.408560934015132,20.737,28.7429,0.444489951520961,0.444626744757318,0.9427,0.968,79
