"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.1204,0.0782,0.1216,0.126,0.8796,0.7699,NA,NA,0.41088696905013,0.434207473496667,22.435,30.395,0.454360728992425,0.457401737340151,0.9567,0.9628,56
