"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"1",0.7875,0.6959,0.7881,0.8057,0.2125,0.1275,NA,NA,0.638301255151119,0.62605534103592,24.805,32.8413,0.615122412829219,0.609138868368216,0.9597,0.9404,70
