"","X","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,100
"2",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,101
"3",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,102
"4",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,103
"5",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,104
"6",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,105
"7",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,106
"8",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,107
"9",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,108
"10",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,109
"11",1,0.432,0.396,0,0,92.84,93.839,0.631967370751764,0.631691632330435,0.384190493626884,0.385657166272886,0.443824140851901,0.443856778158881,0.137509028271273,0.137800269585214,0.002,0.002,0.75,10
"12",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,110
"13",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,111
"14",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,112
"15",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,113
"16",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,114
"17",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,115
"18",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,116
"19",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,117
"20",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,118
"21",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,119
"22",1,0.008,0.005,0,0,99.91,99.922,0.391980423115312,0.391938509460806,0.391439646344263,0.391523214285714,0.377032194466041,0.377053851757143,0.0316466169953222,0.031615113973609,0.983,0.983,0.5,11
"23",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,120
"24",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,121
"25",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,122
"26",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,123
"27",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,124
"28",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,125
"29",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,126
"30",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,127
"31",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,128
"32",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,129
"33",1,0.047,0.033,0,0,99.18,99.3,0.452923491281554,0.452705340639753,0.39017673044309,0.390507589030266,0.393234325457583,0.393289028606255,0.0595908685110375,0.0594877498349729,0.854,0.855,0.5,12
"34",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,130
"35",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,131
"36",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,132
"37",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,133
"38",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,134
"39",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,135
"40",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,136
"41",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,137
"42",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,138
"43",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,139
