"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"eff.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"ss.initial",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,47
"ss.final",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,47
"mle.initial.IP",0.46551724137931,0.431034482758621,0.431034482758621,0.517241379310345,0.46551724137931,0.431034482758621,0.396551724137931,0.379310344827586,0.293103448275862,0.362068965517241,0.448275862068966,0.396551724137931,0.362068965517241,0.448275862068966,0.46551724137931,0.448275862068966,0.413793103448276,0.362068965517241,0.448275862068966,0.431034482758621,0.46551724137931,0.396551724137931,0.396551724137931,0.46551724137931,0.413793103448276,47
"mle.final.IP",0.46551724137931,0.431034482758621,0.431034482758621,0.517241379310345,0.46551724137931,0.431034482758621,0.396551724137931,0.379310344827586,0.293103448275862,0.362068965517241,0.448275862068966,0.396551724137931,0.362068965517241,0.448275862068966,0.46551724137931,0.448275862068966,0.413793103448276,0.362068965517241,0.448275862068966,0.431034482758621,0.46551724137931,0.396551724137931,0.396551724137931,0.46551724137931,0.413793103448276,47
"mle.initial.PC",0.428571428571429,0.357142857142857,0.30952380952381,0.428571428571429,0.452380952380952,0.357142857142857,0.476190476190476,0.357142857142857,0.333333333333333,0.476190476190476,0.333333333333333,0.333333333333333,0.30952380952381,0.357142857142857,0.380952380952381,0.30952380952381,0.333333333333333,0.285714285714286,0.5,0.380952380952381,0.404761904761905,0.547619047619048,0.333333333333333,0.30952380952381,0.261904761904762,47
"mle.final.PC",0.428571428571429,0.357142857142857,0.30952380952381,0.428571428571429,0.452380952380952,0.357142857142857,0.476190476190476,0.357142857142857,0.333333333333333,0.476190476190476,0.333333333333333,0.333333333333333,0.30952380952381,0.357142857142857,0.380952380952381,0.30952380952381,0.333333333333333,0.285714285714286,0.5,0.380952380952381,0.404761904761905,0.547619047619048,0.333333333333333,0.30952380952381,0.261904761904762,47
"post.mean.initial.IP",0.419518729943092,0.369308671558678,0.340491854151888,0.432568725029397,0.433040658552315,0.369308671558678,0.426244797446328,0.356196442831562,0.318538157259756,0.415542383720651,0.359182550124811,0.346662537745053,0.323775778850684,0.373529218950516,0.391861568391514,0.344599597085219,0.35088587368308,0.309254066414918,0.454483793135709,0.383278732951621,0.405815116459403,0.463728471247132,0.346662537745053,0.348790596025463,0.30628372259243,47
"post.mean.final.IP",0.419518729943092,0.369308671558678,0.340491854151888,0.432568725029397,0.433040658552315,0.369308671558678,0.426244797446328,0.356196442831562,0.318538157259756,0.415542383720651,0.359182550124811,0.346662537745053,0.323775778850684,0.373529218950516,0.391861568391514,0.344599597085219,0.35088587368308,0.309254066414918,0.454483793135709,0.383278732951621,0.405815116459403,0.463728471247132,0.346662537745053,0.348790596025463,0.30628372259243,47
"post.mean.initial.PC",0.0496818833340557,0.0608641084914279,0.0808173264777899,0.0750608724596596,0.0407744577788022,0.0608641084914279,0.00302212832938113,0.0356980516950738,0.00512175439154002,-0.0106783014883705,0.0793903834306557,0.0533972028065151,0.0460214544647747,0.0694886181217082,0.0684110265464543,0.0894795355102118,0.0620101377776009,0.0560397759271076,0.0166336209621383,0.0513741898319394,0.0589071804062033,-0.0183186735692862,0.0533972028065151,0.0980097697000579,0.0930955711846858,47
"post.mean.final.PC",0.0496818833340557,0.0608641084914279,0.0808173264777899,0.0750608724596596,0.0407744577788022,0.0608641084914279,0.00302212832938113,0.0356980516950738,0.00512175439154002,-0.0106783014883705,0.0793903834306557,0.0533972028065151,0.0460214544647747,0.0694886181217082,0.0684110265464543,0.0894795355102118,0.0620101377776009,0.0560397759271076,0.0166336209621383,0.0513741898319394,0.0589071804062033,-0.0183186735692862,0.0533972028065151,0.0980097697000579,0.0930955711846858,47
"cov.initial",1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,47
"cov.final",1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,47
"eff.mix.prob",1,0.917388513500007,0.638426482855296,0.695532234436245,1,0.917388513500007,1,1,1,1,0.631821364515819,1,1,0.771480718188785,0.794031584810179,0.522946895994513,0.898828163599564,1,1,1,0.966392859358124,1,1,0.462575353925858,0.557314502810769,47
