"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,89
"eff.mon.final",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,89
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"ss.initial",90,100,100,100,100,100,100,100,90,90,100,100,100,90,100,100,100,100,100,100,100,90,90,100,100,89
"ss.final",93,100,100,100,100,100,100,100,93,93,100,100,100,93,100,100,100,100,100,100,100,93,93,100,100,89
"mle.initial.IP",0.584905660377358,0.53448275862069,0.517241379310345,0.620689655172414,0.603448275862069,0.5,0.620689655172414,0.620689655172414,0.596153846153846,0.648148148148148,0.5,0.586206896551724,0.706896551724138,0.62,0.551724137931034,0.586206896551724,0.568965517241379,0.53448275862069,0.568965517241379,0.53448275862069,0.482758620689655,0.611111111111111,0.60377358490566,0.586206896551724,0.551724137931034,89
"mle.final.IP",0.592592592592593,0.53448275862069,0.517241379310345,0.620689655172414,0.603448275862069,0.5,0.620689655172414,0.620689655172414,0.60377358490566,0.648148148148148,0.5,0.586206896551724,0.706896551724138,0.615384615384615,0.551724137931034,0.586206896551724,0.568965517241379,0.53448275862069,0.568965517241379,0.53448275862069,0.482758620689655,0.618181818181818,0.592592592592593,0.586206896551724,0.551724137931034,89
"mle.initial.PC",0.324324324324324,0.452380952380952,0.428571428571429,0.5,0.476190476190476,0.5,0.428571428571429,0.452380952380952,0.289473684210526,0.416666666666667,0.5,0.404761904761905,0.476190476190476,0.375,0.476190476190476,0.476190476190476,0.452380952380952,0.428571428571429,0.571428571428571,0.357142857142857,0.428571428571429,0.388888888888889,0.27027027027027,0.619047619047619,0.357142857142857,89
"mle.final.PC",0.333333333333333,0.452380952380952,0.428571428571429,0.5,0.476190476190476,0.5,0.428571428571429,0.452380952380952,0.325,0.384615384615385,0.5,0.404761904761905,0.476190476190476,0.390243902439024,0.476190476190476,0.476190476190476,0.452380952380952,0.428571428571429,0.571428571428571,0.357142857142857,0.428571428571429,0.394736842105263,0.282051282051282,0.619047619047619,0.357142857142857,89
"post.mean.initial.IP",0.393757769856105,0.450747839154303,0.432568725029397,0.500529101480121,0.482236776097,0.469099630815135,0.459793051134159,0.473264075081753,0.376591519662485,0.464308944492102,0.469099630815135,0.436554835475501,0.512559026370109,0.429052396441234,0.468931188263833,0.477735459223365,0.459481942246332,0.436878143934469,0.528440962474687,0.395000158639978,0.4239347823565,0.437878933717983,0.370227215472526,0.560636874668773,0.399613273874583,89
"post.mean.final.IP",0.399438647209106,0.450747839154303,0.432568725029397,0.500529101480121,0.482236776097,0.469099630815135,0.459793051134159,0.473264075081753,0.39699940614666,0.445063731114253,0.469099630815135,0.436554835475501,0.512559026370109,0.436062288766848,0.468931188263833,0.477735459223365,0.459481942246332,0.436878143934469,0.528440962474687,0.395000158639978,0.4239347823565,0.442019655707525,0.370718507468573,0.560636874668773,0.399613273874583,89
"post.mean.initial.PC",0.141079016243272,0.0741506108172482,0.0750608724596596,0.0981072917819819,0.0989307802195362,0.0392542833170441,0.125064588270073,0.116346071247802,0.156451550320371,0.13730053318749,0.0392542833170441,0.117938285156576,0.146854347339188,0.139186226938221,0.0732539371342808,0.0904064623474874,0.0912820240625674,0.0836385471886829,0.0444282885728613,0.111879309581816,0.0580271691946168,0.130797356380206,0.164624723992516,0.0342878355321992,0.119873574483687,89
"post.mean.final.PC",0.14281680168297,0.0741506108172482,0.0750608724596596,0.0981072917819819,0.0989307802195362,0.0392542833170441,0.125064588270073,0.116346071247802,0.150026387747233,0.148662916256276,0.0392542833170441,0.117938285156576,0.146854347339188,0.133579197109011,0.0732539371342808,0.0904064623474874,0.0912820240625674,0.0836385471886829,0.0444282885728613,0.111879309581816,0.0580271691946168,0.133125103635145,0.159077428414285,0.0342878355321992,0.119873574483687,89
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89
"cov.final",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89
"eff.mix.prob",0.551860599274892,0.719064944382874,0.695532234436245,0.532588662646238,0.490461713937229,1,0.407268905678668,0.399750405074585,0.629048079724427,0.586370695270221,1,0.364772849264359,0.598688132154084,0.444825361724111,0.747482506608356,0.546133759289533,0.507697370305282,0.582771665877882,1,0.369535857812137,0.980352937231569,0.448765651147813,0.752930992858857,1,0.375303563515781,89
