"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158
"eff.mon.final",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
"ss.initial",100,100,100,100,90,100,90,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,158
"ss.final",100,100,100,100,93,100,93,83,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,158
"mle.initial.IP",0.5,0.53448275862069,0.448275862068966,0.431034482758621,0.615384615384615,0.551724137931034,0.607843137254902,0.666666666666667,0.654545454545455,0.448275862068966,0.5,0.482758620689655,0.362068965517241,0.396551724137931,0.551724137931034,0.5,0.5,0.46551724137931,0.551724137931034,0.482758620689655,0.431034482758621,0.568965517241379,0.448275862068966,0.482758620689655,0.584905660377358,158
"mle.final.IP",0.5,0.53448275862069,0.448275862068966,0.431034482758621,0.60377358490566,0.551724137931034,0.596153846153846,0.659574468085106,0.660714285714286,0.448275862068966,0.5,0.482758620689655,0.362068965517241,0.396551724137931,0.551724137931034,0.5,0.5,0.46551724137931,0.551724137931034,0.482758620689655,0.431034482758621,0.568965517241379,0.448275862068966,0.482758620689655,0.574074074074074,158
"mle.initial.PC",0.357142857142857,0.428571428571429,0.30952380952381,0.452380952380952,0.342105263157895,0.380952380952381,0.282051282051282,0.342857142857143,0.342857142857143,0.261904761904762,0.380952380952381,0.404761904761905,0.452380952380952,0.30952380952381,0.357142857142857,0.357142857142857,0.523809523809524,0.428571428571429,0.452380952380952,0.333333333333333,0.523809523809524,0.380952380952381,0.5,0.380952380952381,0.297297297297297,158
"mle.final.PC",0.357142857142857,0.428571428571429,0.30952380952381,0.452380952380952,0.35,0.380952380952381,0.268292682926829,0.361111111111111,0.324324324324324,0.261904761904762,0.380952380952381,0.404761904761905,0.452380952380952,0.30952380952381,0.357142857142857,0.357142857142857,0.523809523809524,0.428571428571429,0.452380952380952,0.333333333333333,0.523809523809524,0.380952380952381,0.5,0.380952380952381,0.307692307692308,158
"post.mean.initial.IP",0.386177303115259,0.436878143934469,0.344599597085219,0.423580702426767,0.411815798127181,0.413484748154013,0.374544669708346,0.429611400692193,0.429982284030186,0.314655972837761,0.400333942407283,0.410104931692044,0.403113197743709,0.332250168976638,0.399613273874583,0.386177303115259,0.482429526638159,0.419518729943092,0.455093754401082,0.367575374138607,0.462043756205922,0.418130656270412,0.454483793135709,0.396094867160637,0.378870394809752,158
"post.mean.final.IP",0.386177303115259,0.436878143934469,0.344599597085219,0.423580702426767,0.411010447905451,0.413484748154013,0.360635624734188,0.436621767548538,0.420559587852299,0.314655972837761,0.400333942407283,0.410104931692044,0.403113197743709,0.332250168976638,0.399613273874583,0.386177303115259,0.482429526638159,0.419518729943092,0.455093754401082,0.367575374138607,0.462043756205922,0.418130656270412,0.454483793135709,0.396094867160637,0.37933422385848,158
"post.mean.initial.PC",0.0952869261841891,0.0836385471886829,0.0894795355102118,0.0251984643566754,0.147529686518553,0.110805177661273,0.163099435979445,0.160410500019677,0.161286410869949,0.1099262495854,0.08562379498378,0.0674254635642452,-0.00357398321646112,0.0633276242442971,0.119873574483687,0.0952869261841891,0.0307120041988751,0.0496818833340557,0.0827247305678217,0.0965600601989017,0.00209182807304566,0.118851627522114,0.0166336209621383,0.0770241174512977,0.149620737254767,158
"post.mean.final.PC",0.0952869261841891,0.0836385471886829,0.0894795355102118,0.0251984643566754,0.142015326108616,0.110805177661273,0.16509887757352,0.15477912609802,0.170551825662394,0.1099262495854,0.08562379498378,0.0674254635642452,-0.00357398321646112,0.0633276242442971,0.119873574483687,0.0952869261841891,0.0307120041988751,0.0496818833340557,0.0827247305678217,0.0965600601989017,0.00209182807304566,0.118851627522114,0.0166336209621383,0.0770241174512977,0.14387998387884,158
"cov.initial",0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,158
"cov.final",0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,158
"eff.mix.prob",0.441051874993467,0.582771665877882,0.522946895994513,1,0.532382220525742,0.361735147572171,0.809149913135715,0.685872243251563,0.824895413969023,0.486706017353327,0.538512673442061,0.811671150193263,1,0.88567253606154,0.375303563515781,0.441051874993467,1,1,0.615971568025659,0.450248032871332,1,0.365401036648643,1,0.65540923649569,0.577975393548609,158
