"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,147
"eff.mon.final",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,147
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
"ss.initial",100,100,80,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147
"ss.final",100,100,83,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,147
"mle.initial.IP",0.448275862068966,0.396551724137931,0.652173913043478,0.448275862068966,0.551724137931034,0.46551724137931,0.596153846153846,0.448275862068966,0.448275862068966,0.53448275862069,0.46551724137931,0.431034482758621,0.431034482758621,0.482758620689655,0.46551724137931,0.448275862068966,0.53448275862069,0.413793103448276,0.517241379310345,0.431034482758621,0.53448275862069,0.413793103448276,0.46551724137931,0.431034482758621,0.413793103448276,147
"mle.final.IP",0.448275862068966,0.396551724137931,0.625,0.448275862068966,0.551724137931034,0.46551724137931,0.574074074074074,0.448275862068966,0.448275862068966,0.53448275862069,0.46551724137931,0.431034482758621,0.431034482758621,0.482758620689655,0.46551724137931,0.448275862068966,0.53448275862069,0.413793103448276,0.517241379310345,0.431034482758621,0.53448275862069,0.413793103448276,0.46551724137931,0.431034482758621,0.413793103448276,147
"mle.initial.PC",0.476190476190476,0.404761904761905,0.294117647058824,0.404761904761905,0.404761904761905,0.404761904761905,0.315789473684211,0.380952380952381,0.333333333333333,0.30952380952381,0.476190476190476,0.428571428571429,0.404761904761905,0.333333333333333,0.285714285714286,0.357142857142857,0.285714285714286,0.357142857142857,0.238095238095238,0.452380952380952,0.523809523809524,0.357142857142857,0.357142857142857,0.333333333333333,0.523809523809524,147
"mle.final.PC",0.476190476190476,0.404761904761905,0.314285714285714,0.404761904761905,0.404761904761905,0.404761904761905,0.333333333333333,0.380952380952381,0.333333333333333,0.30952380952381,0.476190476190476,0.428571428571429,0.404761904761905,0.333333333333333,0.285714285714286,0.357142857142857,0.285714285714286,0.357142857142857,0.238095238095238,0.452380952380952,0.523809523809524,0.357142857142857,0.357142857142857,0.333333333333333,0.523809523809524,147
"post.mean.initial.IP",0.441520722667454,0.387650406530478,0.401027766349246,0.401457737142749,0.427361903415483,0.405815116459403,0.391240874808843,0.387600435775302,0.359182550124811,0.366848754768895,0.446350258608684,0.410394366321837,0.396970547139938,0.367575374138607,0.334037347401293,0.373529218950516,0.352657868479842,0.365059332796972,0.318598732184568,0.423580702426767,0.491892191201103,0.365059332796972,0.377705683174484,0.355055700981197,0.456691609973053,147
"post.mean.final.IP",0.441520722667454,0.387650406530478,0.401916433855748,0.401457737142749,0.427361903415483,0.405815116459403,0.393816899295685,0.387600435775302,0.359182550124811,0.366848754768895,0.446350258608684,0.410394366321837,0.396970547139938,0.367575374138607,0.334037347401293,0.373529218950516,0.352657868479842,0.365059332796972,0.318598732184568,0.423580702426767,0.491892191201103,0.365059332796972,0.377705683174484,0.355055700981197,0.456691609973053,147
"post.mean.initial.PC",0.0245914672252924,0.0263712745701945,0.168104404308595,0.0505050465004435,0.101562459873634,0.0589071804062033,0.148332660947544,0.0598425559990182,0.0793903834306557,0.130025101379732,0.032196291297269,0.0335398929639683,0.0422620189406054,0.0965600601989017,0.108009094153764,0.0694886181217082,0.138823488866113,0.0523180871222666,0.149296456588348,0.0251984643566754,0.0463765242068908,0.0523180871222666,0.0781405247864925,0.0706865808924788,-0.00464286676780271,147
"post.mean.final.PC",0.0245914672252924,0.0263712745701945,0.155350489765651,0.0505050465004435,0.101562459873634,0.0589071804062033,0.135327454709006,0.0598425559990182,0.0793903834306557,0.130025101379732,0.032196291297269,0.0335398929639683,0.0422620189406054,0.0965600601989017,0.108009094153764,0.0694886181217082,0.138823488866113,0.0523180871222666,0.149296456588348,0.0251984643566754,0.0463765242068908,0.0523180871222666,0.0781405247864925,0.0706865808924788,-0.00464286676780271,147
"cov.initial",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
"cov.final",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147
"eff.mix.prob",1,1,0.721386431131402,1,0.400602730511954,0.966392859358124,0.476306773496628,0.94028812356504,0.631821364515819,0.456613266382331,1,1,1,0.450248032871332,0.442685914495986,0.771480718188785,0.549473064154842,1,0.694527902411591,1,1,1,0.63852332502724,0.757700928908606,1,147
