"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,163
"eff.mon.final",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,163
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
"ss.initial",100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,90,100,100,90,100,100,100,100,80,163
"ss.final",100,100,100,100,100,100,83,100,100,100,100,100,100,100,100,100,93,100,100,93,100,100,100,100,83,163
"mle.initial.IP",0.568965517241379,0.5,0.517241379310345,0.46551724137931,0.448275862068966,0.448275862068966,0.630434782608696,0.517241379310345,0.620689655172414,0.5,0.568965517241379,0.413793103448276,0.448275862068966,0.586206896551724,0.413793103448276,0.46551724137931,0.584905660377358,0.586206896551724,0.482758620689655,0.596153846153846,0.482758620689655,0.568965517241379,0.517241379310345,0.568965517241379,0.644444444444444,163
"mle.final.IP",0.568965517241379,0.5,0.517241379310345,0.46551724137931,0.448275862068966,0.448275862068966,0.638297872340426,0.517241379310345,0.620689655172414,0.5,0.568965517241379,0.413793103448276,0.448275862068966,0.586206896551724,0.413793103448276,0.46551724137931,0.581818181818182,0.586206896551724,0.482758620689655,0.60377358490566,0.482758620689655,0.568965517241379,0.517241379310345,0.568965517241379,0.617021276595745,163
"mle.initial.PC",0.404761904761905,0.357142857142857,0.30952380952381,0.5,0.357142857142857,0.357142857142857,0.323529411764706,0.404761904761905,0.428571428571429,0.30952380952381,0.404761904761905,0.428571428571429,0.285714285714286,0.404761904761905,0.285714285714286,0.333333333333333,0.351351351351351,0.357142857142857,0.380952380952381,0.368421052631579,0.404761904761905,0.5,0.30952380952381,0.595238095238095,0.371428571428571,163
"mle.final.PC",0.404761904761905,0.357142857142857,0.30952380952381,0.5,0.357142857142857,0.357142857142857,0.361111111111111,0.404761904761905,0.428571428571429,0.30952380952381,0.404761904761905,0.428571428571429,0.285714285714286,0.404761904761905,0.285714285714286,0.333333333333333,0.368421052631579,0.357142857142857,0.380952380952381,0.35,0.404761904761905,0.5,0.30952380952381,0.595238095238095,0.361111111111111,163
"post.mean.initial.IP",0.431884813530669,0.386177303115259,0.362097917129716,0.459478738567713,0.373529218950516,0.373529218950516,0.409043048545601,0.41864098993241,0.459793051134159,0.357514992489864,0.431884813530669,0.40561474255661,0.329762186001167,0.436554835475501,0.321492579443763,0.363346614863464,0.408568528002915,0.409357402008136,0.396094867160637,0.420307314782899,0.410104931692044,0.487146570400122,0.362097917129716,0.542093281302387,0.437311991653311,163
"post.mean.final.IP",0.431884813530669,0.386177303115259,0.362097917129716,0.459478738567713,0.373529218950516,0.373529218950516,0.429652116006157,0.41864098993241,0.459793051134159,0.357514992489864,0.431884813530669,0.40561474255661,0.329762186001167,0.436554835475501,0.321492579443763,0.363346614863464,0.416663954759271,0.409357402008136,0.396094867160637,0.411010447905451,0.410104931692044,0.487146570400122,0.362097917129716,0.542093281302387,0.422951329418307,163
"post.mean.initial.PC",0.109842627790326,0.0952869261841891,0.12238617951205,0.0239441706812437,0.0694886181217082,0.0694886181217082,0.152890515154921,0.0845938650055431,0.125064588270073,0.114494362503281,0.109842627790326,0.0257826282770258,0.0996915040289454,0.117938285156576,0.0824623212564753,0.0880302855060065,0.132316624616561,0.135168013038245,0.0770241174512977,0.13147234559298,0.0674254635642452,0.0723472158100876,0.12238617951205,0.0354807589335137,0.144667277513816,163
"post.mean.final.PC",0.109842627790326,0.0952869261841891,0.12238617951205,0.0239441706812437,0.0694886181217082,0.0694886181217082,0.14696826262386,0.0845938650055431,0.125064588270073,0.114494362503281,0.109842627790326,0.0257826282770258,0.0996915040289454,0.117938285156576,0.0824623212564753,0.0880302855060065,0.126497032037055,0.135168013038245,0.0770241174512977,0.142015326108616,0.0674254635642452,0.0723472158100876,0.12238617951205,0.0354807589335137,0.138916543486595,163
"cov.initial",1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,163
"cov.final",1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,163
"eff.mix.prob",0.369138090271335,0.441051874993467,0.42488780505579,1,0.771480718188785,0.771480718188785,0.606508753319539,0.558230500790779,0.407268905678668,0.407104368988567,0.369138090271335,1,0.487331677020844,0.364772849264359,0.631132401315968,0.522657289584527,0.405011233069935,0.442038343635262,0.65540923649569,0.532382220525742,0.811671150193263,0.784573020080364,0.42488780505579,1,0.524793556175456,163
