"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,195
"eff.mon.final",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,195
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"ss.initial",80,100,70,90,80,80,80,80,100,80,100,80,100,80,80,90,100,80,80,80,100,100,90,90,80,195
"ss.final",83,100,73,93,83,83,83,83,100,83,100,83,100,83,83,93,100,83,83,83,100,100,93,93,83,195
"mle.initial.IP",0.681818181818182,0.586206896551724,0.853658536585366,0.653846153846154,0.6875,0.652173913043478,0.68,0.7,0.586206896551724,0.723404255319149,0.689655172413793,0.74,0.5,0.695652173913043,0.6875,0.622641509433962,0.551724137931034,0.666666666666667,0.723404255319149,0.72,0.637931034482759,0.586206896551724,0.660377358490566,0.622641509433962,0.702127659574468,195
"mle.final.IP",0.695652173913043,0.586206896551724,0.857142857142857,0.648148148148148,0.693877551020408,0.625,0.68,0.692307692307692,0.586206896551724,0.73469387755102,0.689655172413793,0.725490196078431,0.5,0.695652173913043,0.66,0.611111111111111,0.551724137931034,0.673076923076923,0.729166666666667,0.705882352941177,0.637931034482759,0.586206896551724,0.660714285714286,0.62962962962963,0.708333333333333,195
"mle.initial.PC",0.277777777777778,0.285714285714286,0.482758620689655,0.421052631578947,0.375,0.352941176470588,0.2,0.333333333333333,0.452380952380952,0.333333333333333,0.5,0.433333333333333,0.357142857142857,0.264705882352941,0.28125,0.405405405405405,0.357142857142857,0.344827586206897,0.424242424242424,0.366666666666667,0.452380952380952,0.523809523809524,0.378378378378378,0.405405405405405,0.272727272727273,195
"mle.final.PC",0.297297297297297,0.285714285714286,0.483870967741935,0.41025641025641,0.411764705882353,0.342857142857143,0.212121212121212,0.32258064516129,0.452380952380952,0.323529411764706,0.5,0.40625,0.357142857142857,0.27027027027027,0.272727272727273,0.41025641025641,0.357142857142857,0.354838709677419,0.457142857142857,0.375,0.452380952380952,0.523809523809524,0.378378378378378,0.41025641025641,0.257142857142857,195
"post.mean.initial.IP",0.397990991188119,0.368478065324043,0.575936723565699,0.466578910089124,0.458702828230402,0.431703862102288,0.375352661054771,0.447788889633959,0.463952851714072,0.449852644725253,0.520068183534798,0.509911186777059,0.386177303115259,0.401618981821727,0.412594578961426,0.449362413087383,0.399613273874583,0.442153054146132,0.494335213497002,0.471328109496668,0.478165549983444,0.505408564497423,0.447322164139648,0.449362413087383,0.41120298751844,195
"post.mean.final.IP",0.413331031850149,0.368478065324043,0.576229960967924,0.458841261123231,0.477390040314944,0.417095282419517,0.37349427025636,0.439062139372951,0.463952851714072,0.449254485071161,0.520068183534798,0.489671713514291,0.386177303115259,0.398695961338863,0.397042820156528,0.447562087946875,0.399613273874583,0.446826539267648,0.511384289007165,0.467192293052472,0.478165549983444,0.505408564497423,0.448466072396355,0.453093263794186,0.40217234885053,195
"post.mean.initial.PC",0.182005398740178,0.159315099314244,0.186262168098556,0.138347457160199,0.158980878238794,0.152542614588678,0.197806728996831,0.172907418606396,0.0997689905786468,0.181456662570369,0.131123861031838,0.162814575671971,0.0952869261841891,0.189086745266594,0.181987676961993,0.130355629323867,0.119873574483687,0.158488111291698,0.159355084448042,0.171749144528095,0.124368368539436,0.0714181128659783,0.153752479743008,0.130355629323867,0.188881855505249,195
"post.mean.final.PC",0.183763540006812,0.159315099314244,0.189481231432241,0.140646712370035,0.153395257501203,0.147205756312378,0.198719120679308,0.17490544696661,0.0997689905786468,0.189564922841589,0.131123861031838,0.166132270882328,0.0952869261841891,0.190467778566006,0.177542643078387,0.124941181041354,0.119873574483687,0.160314911978648,0.154417827640888,0.166992581021545,0.124368368539436,0.0714181128659783,0.155170124292017,0.132905924412126,0.197147274918842,195
"cov.initial",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"cov.final",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"eff.mix.prob",0.937946636555984,0.73262244263237,0.956971917399833,0.518350837510167,0.677069082833709,0.620952829323485,0.988248914115367,0.882819288623155,0.44811315368222,0.95515199544733,0.512444793358043,0.797907012068563,0.441051874993467,0.965483257159542,0.916737309087693,0.396189894034624,0.375303563515781,0.755640360801295,0.697270134666463,0.806882755922465,0.417861405843843,0.811339365959444,0.663644240202915,0.45356644539019,0.982195887745766,195
