"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"eff.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"ss.initial",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,157
"ss.final",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,157
"mle.initial.IP",0.344827586206897,0.5,0.431034482758621,0.396551724137931,0.431034482758621,0.517241379310345,0.379310344827586,0.396551724137931,0.431034482758621,0.413793103448276,0.482758620689655,0.551724137931034,0.5,0.379310344827586,0.482758620689655,0.46551724137931,0.396551724137931,0.413793103448276,0.482758620689655,0.448275862068966,0.431034482758621,0.431034482758621,0.344827586206897,0.448275862068966,0.482758620689655,157
"mle.final.IP",0.344827586206897,0.5,0.431034482758621,0.396551724137931,0.431034482758621,0.517241379310345,0.379310344827586,0.396551724137931,0.431034482758621,0.413793103448276,0.482758620689655,0.551724137931034,0.5,0.379310344827586,0.482758620689655,0.46551724137931,0.396551724137931,0.413793103448276,0.482758620689655,0.448275862068966,0.431034482758621,0.431034482758621,0.344827586206897,0.448275862068966,0.482758620689655,157
"mle.initial.PC",0.333333333333333,0.333333333333333,0.428571428571429,0.404761904761905,0.452380952380952,0.380952380952381,0.452380952380952,0.476190476190476,0.380952380952381,0.476190476190476,0.571428571428571,0.5,0.357142857142857,0.428571428571429,0.476190476190476,0.380952380952381,0.357142857142857,0.238095238095238,0.357142857142857,0.404761904761905,0.333333333333333,0.357142857142857,0.380952380952381,0.5,0.404761904761905,157
"mle.final.PC",0.333333333333333,0.333333333333333,0.428571428571429,0.404761904761905,0.452380952380952,0.380952380952381,0.452380952380952,0.476190476190476,0.380952380952381,0.476190476190476,0.571428571428571,0.5,0.357142857142857,0.428571428571429,0.476190476190476,0.380952380952381,0.357142857142857,0.238095238095238,0.357142857142857,0.404761904761905,0.333333333333333,0.357142857142857,0.380952380952381,0.5,0.404761904761905,157
"post.mean.initial.IP",0.333286945147212,0.371902194875642,0.410394366321837,0.387650406530478,0.423580702426767,0.404621702411104,0.408397216550252,0.426244797446328,0.383278732951621,0.431456839265386,0.50348467999293,0.482740063429857,0.386177303115259,0.395709263723221,0.45106342732591,0.391861568391514,0.360685559886178,0.290715801261803,0.381914064413988,0.401457737142749,0.355055700981197,0.369308671558678,0.359887042863779,0.454483793135709,0.410104931692044,157
"post.mean.final.IP",0.333286945147212,0.371902194875642,0.410394366321837,0.387650406530478,0.423580702426767,0.404621702411104,0.408397216550252,0.426244797446328,0.383278732951621,0.431456839265386,0.50348467999293,0.482740063429857,0.386177303115259,0.395709263723221,0.45106342732591,0.391861568391514,0.360685559886178,0.290715801261803,0.381914064413988,0.401457737142749,0.355055700981197,0.369308671558678,0.359887042863779,0.454483793135709,0.410104931692044,157
"post.mean.initial.PC",0.0284268762585056,0.104929174421993,0.0335398929639683,0.0263712745701945,0.0251984643566754,0.0941532408770571,0.00338945950463372,0.00302212832938113,0.0513741898319394,0.0100321447614331,0.00754964113128751,0.063840828524166,0.0952869261841891,0.0109011102250249,0.0400314028044368,0.0684110265464543,0.0439233098244317,0.103866281641733,0.0867590486864971,0.0505050465004435,0.0706865808924788,0.0608641084914279,0.01173814362863,0.0166336209621383,0.0674254635642452,157
"post.mean.final.PC",0.0284268762585056,0.104929174421993,0.0335398929639683,0.0263712745701945,0.0251984643566754,0.0941532408770571,0.00338945950463372,0.00302212832938113,0.0513741898319394,0.0100321447614331,0.00754964113128751,0.063840828524166,0.0952869261841891,0.0109011102250249,0.0400314028044368,0.0684110265464543,0.0439233098244317,0.103866281641733,0.0867590486864971,0.0505050465004435,0.0706865808924788,0.0608641084914279,0.01173814362863,0.0166336209621383,0.0674254635642452,157
"cov.initial",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,157
"cov.final",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,157
"eff.mix.prob",1,0.395871965629322,1,1,1,0.447187861730653,1,1,1,1,1,0.886425663725172,0.441051874993467,1,1,0.794031584810179,1,0.545976262369611,0.529780412158102,1,0.757700928908606,0.917388513500007,1,1,0.811671150193263,157
