"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,192
"eff.mon.final",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,192
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"ss.initial",100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,192
"ss.final",100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,192
"mle.initial.IP",0.517241379310345,0.482758620689655,0.482758620689655,0.5,0.431034482758621,0.431034482758621,0.596153846153846,0.517241379310345,0.46551724137931,0.5,0.482758620689655,0.5,0.482758620689655,0.431034482758621,0.551724137931034,0.46551724137931,0.327586206896552,0.551724137931034,0.327586206896552,0.413793103448276,0.517241379310345,0.448275862068966,0.448275862068966,0.482758620689655,0.517241379310345,192
"mle.final.IP",0.517241379310345,0.482758620689655,0.482758620689655,0.5,0.431034482758621,0.431034482758621,0.581818181818182,0.517241379310345,0.46551724137931,0.5,0.482758620689655,0.5,0.482758620689655,0.431034482758621,0.551724137931034,0.46551724137931,0.327586206896552,0.551724137931034,0.327586206896552,0.413793103448276,0.517241379310345,0.448275862068966,0.448275862068966,0.482758620689655,0.517241379310345,192
"mle.initial.PC",0.333333333333333,0.357142857142857,0.357142857142857,0.380952380952381,0.333333333333333,0.238095238095238,0.210526315789474,0.5,0.333333333333333,0.452380952380952,0.380952380952381,0.380952380952381,0.30952380952381,0.357142857142857,0.30952380952381,0.404761904761905,0.428571428571429,0.333333333333333,0.357142857142857,0.30952380952381,0.452380952380952,0.404761904761905,0.404761904761905,0.333333333333333,0.333333333333333,192
"mle.final.PC",0.333333333333333,0.357142857142857,0.357142857142857,0.380952380952381,0.333333333333333,0.238095238095238,0.210526315789474,0.5,0.333333333333333,0.452380952380952,0.380952380952381,0.380952380952381,0.30952380952381,0.357142857142857,0.30952380952381,0.404761904761905,0.428571428571429,0.333333333333333,0.357142857142857,0.30952380952381,0.452380952380952,0.404761904761905,0.404761904761905,0.333333333333333,0.333333333333333,192
"post.mean.initial.IP",0.376354579822035,0.381914064413988,0.381914064413988,0.400333942407283,0.355055700981197,0.294953408176985,0.331377701914744,0.473736564412966,0.363346614863464,0.442045044488415,0.396094867160637,0.400333942407283,0.353086179056743,0.369308671558678,0.371775781019341,0.405815116459403,0.379970123068533,0.385718684790811,0.341811133573322,0.336369015219256,0.446405914377477,0.401457737142749,0.401457737142749,0.367575374138607,0.376354579822035,192
"post.mean.final.IP",0.376354579822035,0.381914064413988,0.381914064413988,0.400333942407283,0.355055700981197,0.294953408176985,0.327860174653757,0.473736564412966,0.363346614863464,0.442045044488415,0.396094867160637,0.400333942407283,0.353086179056743,0.369308671558678,0.371775781019341,0.405815116459403,0.379970123068533,0.385718684790811,0.341811133573322,0.336369015219256,0.446405914377477,0.401457737142749,0.401457737142749,0.367575374138607,0.376354579822035,192
"post.mean.initial.PC",0.11309872053285,0.0867590486864971,0.0867590486864971,0.08562379498378,0.0706865808924788,0.112143721745822,0.180135627189708,0.0472547163753328,0.0880302855060065,0.057180147617778,0.0770241174512977,0.08562379498378,0.106360010545299,0.0608641084914279,0.137409803964857,0.0589071804062033,-0.0103152162224039,0.128744375517271,0.0122036096332512,0.0720792134783909,0.0656191003549987,0.0505050465004435,0.0505050465004435,0.0965600601989017,0.11309872053285,192
"post.mean.final.PC",0.11309872053285,0.0867590486864971,0.0867590486864971,0.08562379498378,0.0706865808924788,0.112143721745822,0.17702004910118,0.0472547163753328,0.0880302855060065,0.057180147617778,0.0770241174512977,0.08562379498378,0.106360010545299,0.0608641084914279,0.137409803964857,0.0589071804062033,-0.0103152162224039,0.128744375517271,0.0122036096332512,0.0720792134783909,0.0656191003549987,0.0505050465004435,0.0505050465004435,0.0965600601989017,0.11309872053285,192
"cov.initial",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,192
"cov.final",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,192
"eff.mix.prob",0.372338470099733,0.529780412158102,0.529780412158102,0.538512673442061,0.757700928908606,0.531239070389775,0.922730197805444,1,0.522657289584527,0.984415496831027,0.65540923649569,0.538512673442061,0.415075834677944,0.917388513500007,0.507007011500931,0.966392859358124,1,0.418611944851126,1,0.746530162623682,0.854530604267974,1,1,0.450248032871332,0.372338470099733,192
