"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,197
"eff.mon.final",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,197
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
"ss.initial",90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,90,100,100,100,100,197
"ss.final",93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,100,100,93,100,100,100,100,197
"mle.initial.IP",0.581818181818182,0.379310344827586,0.344827586206897,0.396551724137931,0.362068965517241,0.517241379310345,0.275862068965517,0.517241379310345,0.5,0.396551724137931,0.46551724137931,0.431034482758621,0.413793103448276,0.448275862068966,0.396551724137931,0.396551724137931,0.448275862068966,0.563636363636364,0.46551724137931,0.46551724137931,0.592592592592593,0.586206896551724,0.396551724137931,0.362068965517241,0.46551724137931,197
"mle.final.IP",0.589285714285714,0.379310344827586,0.344827586206897,0.396551724137931,0.362068965517241,0.517241379310345,0.275862068965517,0.517241379310345,0.5,0.396551724137931,0.46551724137931,0.431034482758621,0.413793103448276,0.448275862068966,0.396551724137931,0.396551724137931,0.448275862068966,0.563636363636364,0.46551724137931,0.46551724137931,0.6,0.586206896551724,0.396551724137931,0.362068965517241,0.46551724137931,197
"mle.initial.PC",0.257142857142857,0.357142857142857,0.404761904761905,0.404761904761905,0.357142857142857,0.380952380952381,0.30952380952381,0.428571428571429,0.30952380952381,0.380952380952381,0.452380952380952,0.404761904761905,0.357142857142857,0.404761904761905,0.30952380952381,0.357142857142857,0.333333333333333,0.285714285714286,0.30952380952381,0.30952380952381,0.361111111111111,0.428571428571429,0.428571428571429,0.357142857142857,0.333333333333333,197
"mle.final.PC",0.243243243243243,0.357142857142857,0.404761904761905,0.404761904761905,0.357142857142857,0.380952380952381,0.30952380952381,0.428571428571429,0.30952380952381,0.380952380952381,0.452380952380952,0.404761904761905,0.357142857142857,0.404761904761905,0.30952380952381,0.357142857142857,0.333333333333333,0.289473684210526,0.30952380952381,0.30952380952381,0.368421052631579,0.428571428571429,0.428571428571429,0.357142857142857,0.333333333333333,197
"post.mean.initial.IP",0.359243422137187,0.356196442831562,0.372714130590401,0.387650406530478,0.351558798531333,0.404621702411104,0.300201277666176,0.432568725029397,0.357514992489864,0.374357956993295,0.433040658552315,0.396970547139938,0.365059332796972,0.401457737142749,0.332250168976638,0.360685559886178,0.359182550124811,0.368655946416072,0.348790596025463,0.348790596025463,0.417290430958514,0.450213654071676,0.400734173897156,0.351558798531333,0.363346614863464,197
"post.mean.final.IP",0.351404834858937,0.356196442831562,0.372714130590401,0.387650406530478,0.351558798531333,0.404621702411104,0.300201277666176,0.432568725029397,0.357514992489864,0.374357956993295,0.433040658552315,0.396970547139938,0.365059332796972,0.401457737142749,0.332250168976638,0.360685559886178,0.359182550124811,0.3671260722526,0.348790596025463,0.348790596025463,0.422139286358855,0.450213654071676,0.400734173897156,0.351558798531333,0.363346614863464,197
"post.mean.initial.PC",0.160068206651975,0.0356980516950738,0.00404649899185968,0.0263712745701945,0.0276665449379056,0.0941532408770571,0.00557438682066304,0.0750608724596596,0.114494362503281,0.0349166626236592,0.0407744577788022,0.0422620189406054,0.0523180871222666,0.0505050465004435,0.0633276242442971,0.0439233098244317,0.0793903834306557,0.144557892783412,0.0980097697000579,0.0980097697000579,0.132116558909049,0.108960222267508,0.0182420045605251,0.0276665449379056,0.0880302855060065,197
"post.mean.final.PC",0.169072268294102,0.0356980516950738,0.00404649899185968,0.0263712745701945,0.0276665449379056,0.0941532408770571,0.00557438682066304,0.0750608724596596,0.114494362503281,0.0349166626236592,0.0407744577788022,0.0422620189406054,0.0523180871222666,0.0505050465004435,0.0633276242442971,0.0439233098244317,0.0793903834306557,0.145545406386939,0.0980097697000579,0.0980097697000579,0.134183630146551,0.108960222267508,0.0182420045605251,0.0276665449379056,0.0880302855060065,197
"cov.initial",1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,197
"cov.final",1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,197
"eff.mix.prob",0.861068887404893,1,1,1,1,0.447187861730653,1,0.695532234436245,0.407104368988567,1,1,1,1,1,0.88567253606154,1,0.631821364515819,0.620219045643686,0.462575353925858,0.462575353925858,0.45129062080925,0.385189812783463,1,1,0.522657289584527,197
