"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,5
"eff.mon.final",0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,5
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ss.initial",100,100,90,100,80,100,90,90,100,100,80,80,90,80,80,100,100,90,100,80,100,100,90,100,100,5
"ss.final",100,100,93,100,83,100,93,93,100,100,83,83,93,83,83,100,100,93,100,83,100,100,93,100,100,5
"mle.initial.IP",0.620689655172414,0.603448275862069,0.711538461538462,0.586206896551724,0.686274509803922,0.53448275862069,0.62,0.653846153846154,0.568965517241379,0.551724137931034,0.659090909090909,0.69047619047619,0.584905660377358,0.680851063829787,0.72,0.586206896551724,0.586206896551724,0.660377358490566,0.655172413793103,0.6875,0.551724137931034,0.620689655172414,0.69811320754717,0.568965517241379,0.568965517241379,5
"mle.final.IP",0.620689655172414,0.603448275862069,0.703703703703704,0.586206896551724,0.686274509803922,0.53448275862069,0.627450980392157,0.653846153846154,0.568965517241379,0.551724137931034,0.666666666666667,0.704545454545455,0.6,0.673469387755102,0.705882352941177,0.586206896551724,0.586206896551724,0.648148148148148,0.655172413793103,0.693877551020408,0.551724137931034,0.620689655172414,0.709090909090909,0.568965517241379,0.568965517241379,5
"mle.initial.PC",0.476190476190476,0.476190476190476,0.473684210526316,0.547619047619048,0.379310344827586,0.404761904761905,0.325,0.421052631578947,0.428571428571429,0.404761904761905,0.305555555555556,0.315789473684211,0.351351351351351,0.333333333333333,0.4,0.380952380952381,0.404761904761905,0.216216216216216,0.5,0.15625,0.380952380952381,0.5,0.432432432432432,0.333333333333333,0.476190476190476,5
"mle.final.PC",0.476190476190476,0.476190476190476,0.487179487179487,0.547619047619048,0.375,0.404761904761905,0.333333333333333,0.390243902439024,0.428571428571429,0.404761904761905,0.315789473684211,0.307692307692308,0.368421052631579,0.323529411764706,0.4375,0.380952380952381,0.404761904761905,0.205128205128205,0.5,0.176470588235294,0.380952380952381,0.5,0.421052631578947,0.333333333333333,0.476190476190476,5
"post.mean.initial.IP",0.486841807342299,0.482236776097,0.513203540246779,0.519258237609352,0.465691878875828,0.422958300506939,0.401060397881228,0.466578910089124,0.445669174941245,0.427361903415483,0.405181428684532,0.417050779292121,0.408568528002915,0.433684451481313,0.486637057701417,0.422938714040755,0.436554835475501,0.360968178883152,0.509947837980893,0.347243094131976,0.413484748154013,0.500529101480121,0.48825953450806,0.390658221688126,0.473318019784807,5
"post.mean.final.IP",0.486841807342299,0.482236776097,0.517781324156533,0.519258237609352,0.459691796367664,0.422958300506939,0.40643362999827,0.447713187055136,0.445669174941245,0.427361903415483,0.411095580081295,0.417429945259582,0.422139286358855,0.425655638002253,0.497050262906636,0.422938714040755,0.436554835475501,0.346468032529393,0.509947837980893,0.35615630629266,0.413484748154013,0.500529101480121,0.486221222554235,0.390658221688126,0.473318019784807,5
"post.mean.initial.PC",0.107351141811294,0.0989307802195362,0.14581674843199,0.0619334964406708,0.156717022979793,0.0931315699622099,0.154738663437432,0.138347457160199,0.100638875176018,0.101562459873634,0.167689492750247,0.175283441790978,0.132316624616561,0.167416461323287,0.163794025833649,0.126677017485717,0.117938285156576,0.198078675333861,0.114937252824528,0.211926013082359,0.110805177661273,0.0981072917819819,0.152663074056785,0.136201739116946,0.0818297843499187,5
"post.mean.final.PC",0.107351141811294,0.0989307802195362,0.139472719690013,0.0619334964406708,0.160069956336065,0.0931315699622099,0.156630257928628,0.149269567195314,0.100638875176018,0.101562459873634,0.169597417786135,0.18406789117422,0.134183630146551,0.169351938210787,0.150800253003232,0.126677017485717,0.117938285156576,0.200016196058904,0.114937252824528,0.21213180425782,0.110805177661273,0.0981072917819819,0.161582530292362,0.136201739116946,0.0818297843499187,5
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"cov.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"eff.mix.prob",0.448064320341787,0.490461713937229,0.563333600293461,0.937938776878359,0.741099166673515,0.463632954926324,0.688444417188438,0.59130393068526,0.418375601468349,0.400602730511954,0.844949745512574,0.937415557274609,0.45129062080925,0.843741196989041,0.653043540777056,0.389117102703203,0.364772849264359,0.986021286852653,0.479123269604151,0.997541870521347,0.361735147572171,0.532588662646238,0.72522504394007,0.467867500499443,0.642315845000389,5
