"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,149
"eff.mon.final",0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,149
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"ss.initial",100,100,100,90,100,100,100,90,80,90,100,100,90,90,100,100,80,100,100,100,100,100,90,100,100,149
"ss.final",100,100,100,93,100,100,100,93,83,93,100,100,93,93,100,100,83,100,100,100,100,100,93,100,100,149
"mle.initial.IP",0.482758620689655,0.603448275862069,0.46551724137931,0.653846153846154,0.46551724137931,0.517241379310345,0.53448275862069,0.568627450980392,0.680851063829787,0.574074074074074,0.482758620689655,0.46551724137931,0.592592592592593,0.62962962962963,0.448275862068966,0.413793103448276,0.644444444444444,0.551724137931034,0.551724137931034,0.586206896551724,0.448275862068966,0.568965517241379,0.563636363636364,0.482758620689655,0.620689655172414,149
"mle.final.IP",0.482758620689655,0.603448275862069,0.46551724137931,0.62962962962963,0.46551724137931,0.517241379310345,0.53448275862069,0.566037735849057,0.7,0.563636363636364,0.482758620689655,0.46551724137931,0.571428571428571,0.636363636363636,0.448275862068966,0.413793103448276,0.638297872340426,0.551724137931034,0.551724137931034,0.586206896551724,0.448275862068966,0.568965517241379,0.571428571428571,0.482758620689655,0.620689655172414,149
"mle.initial.PC",0.380952380952381,0.404761904761905,0.476190476190476,0.368421052631579,0.476190476190476,0.285714285714286,0.452380952380952,0.307692307692308,0.333333333333333,0.333333333333333,0.571428571428571,0.404761904761905,0.305555555555556,0.333333333333333,0.428571428571429,0.5,0.228571428571429,0.238095238095238,0.404761904761905,0.380952380952381,0.523809523809524,0.5,0.171428571428571,0.30952380952381,0.547619047619048,149
"mle.final.PC",0.380952380952381,0.404761904761905,0.476190476190476,0.358974358974359,0.476190476190476,0.285714285714286,0.452380952380952,0.3,0.333333333333333,0.342105263157895,0.571428571428571,0.404761904761905,0.324324324324324,0.342105263157895,0.428571428571429,0.5,0.25,0.238095238095238,0.404761904761905,0.380952380952381,0.523809523809524,0.5,0.189189189189189,0.30952380952381,0.547619047619048,149
"post.mean.initial.IP",0.396094867160637,0.441388880188865,0.446350258608684,0.438529994196894,0.446350258608684,0.347743124344137,0.450747839154303,0.3768791488253,0.433684451481313,0.396540697403617,0.50348467999293,0.405815116459403,0.387424748747418,0.414684635885347,0.415023691579297,0.444122983246226,0.360168076912808,0.329279319941507,0.427361903415483,0.422938714040755,0.467324997447572,0.487146570400122,0.304051360387869,0.353086179056743,0.528202316496055,149
"post.mean.final.IP",0.396094867160637,0.441388880188865,0.446350258608684,0.425226930011371,0.446350258608684,0.347743124344137,0.450747839154303,0.371199221532484,0.442720985448066,0.396685409917101,0.50348467999293,0.405815116459403,0.390282470379067,0.419698531045301,0.415023691579297,0.444122983246226,0.369464187669538,0.329279319941507,0.427361903415483,0.422938714040755,0.467324997447572,0.487146570400122,0.313856219557767,0.353086179056743,0.528202316496055,149
"post.mean.initial.PC",0.0770241174512977,0.125828695206845,0.032196291297269,0.154293972403649,0.032196291297269,0.131513396060405,0.0741506108172482,0.140499423238928,0.167416461323287,0.133599890316962,0.00754964113128751,0.0589071804062033,0.149647532435213,0.15514062781841,0.0415112222021874,0.00259144189315062,0.182879324083531,0.16236522162685,0.101562459873634,0.126677017485717,0.00895551063356007,0.0723472158100876,0.180175089866847,0.106360010545299,0.0790722722096945,149
"post.mean.final.PC",0.0770241174512977,0.125828695206845,0.032196291297269,0.149292814535729,0.032196291297269,0.131513396060405,0.0741506108172482,0.143493390573942,0.175540318718226,0.127782783390335,0.00754964113128751,0.0589071804062033,0.136819284856532,0.156816388456873,0.0415112222021874,0.00259144189315062,0.177589506741375,0.16236522162685,0.101562459873634,0.126677017485717,0.00895551063356007,0.0723472158100876,0.179754118660625,0.106360010545299,0.0790722722096945,149
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"cov.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"eff.mix.prob",0.65540923649569,0.393023642007853,1,0.601910912190757,1,0.496859039375246,0.719064944382874,0.583640589190924,0.881480223841764,0.421929870918378,1,0.966392859358124,0.498808804721618,0.688257819684994,1,1,0.922895111308091,0.801555253827446,0.400602730511954,0.389117102703203,1,0.784573020080364,0.942714785938572,0.415075834677944,0.747612216742475,149
