"","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","idx"
"1",0.958518698544308,0.958641041682098,0.959742129922207,0.961577276989054,0.964635855433801,0.967694433878547,0.969529580945395,0.970630669185503,0.970753012323293,170
