"","X0","X0.01","X0.02","X0.03","X0.04","X0.05","X0.06","X0.07","X0.08","X0.09","X0.1","X0.11","X0.12","X0.13","X0.14","X0.15","X0.16","X0.17","X0.18","X0.19","X0.2","X0.21","X0.22","X0.23","X0.24","X0.25","X0.26","X0.27","X0.28","X0.29","X0.3","X0.31","X0.32","X0.33","X0.34","X0.35","X0.36","X0.37","X0.38","X0.39","X0.4","X0.41","X0.42","X0.43","X0.44","X0.45","X0.46","X0.47","X0.48","X0.49","X0.5","X0.51","X0.52","X0.53","X0.54","X0.55","X0.56","X0.57","X0.58","X0.59","X0.6","X0.61","X0.62","X0.63","X0.64","X0.65","X0.66","X0.67","X0.68","X0.69","X0.7","X0.71","X0.72","X0.73","X0.74","X0.75","X0.76","X0.77","X0.78","X0.79","X0.8","X0.81","X0.82","X0.83","X0.84","X0.85","X0.86","X0.87","X0.88","X0.89","X0.9","X0.91","X0.92","X0.93","X0.94","X0.95","X0.96","X0.97","X0.98","X0.99","X1","idx"
"1",0.768281384084204,0.833078700554008,0.853741656486378,0.868838575962446,0.875722431789231,0.876133622807785,0.88889119436682,0.890790132625957,0.892671240776586,0.901197557712454,0.903473645068366,0.903473645068366,0.906813464360348,0.908644036653691,0.911190015605565,0.913299150649296,0.913499287285792,0.916166487924832,0.918327087294618,0.920160873322845,0.920373754276337,0.922354483226052,0.922695636264689,0.923252254380362,0.924245317084028,0.92594219710347,0.927048600676488,0.92817574477819,0.928418664391481,0.930617138723156,0.931843917328794,0.932187046233598,0.933871196573326,0.934087512755702,0.934087512755702,0.934087512755702,0.934780846454245,0.93590713373535,0.937342967298655,0.938638503453164,0.939836335101121,0.940903932360424,0.942276080379492,0.943377018181527,0.944750023962254,0.946328432086284,0.947722123210897,0.949107144931919,0.951074781897899,0.951410418954766,0.951462526507402,0.95198341337237,0.953258688110741,0.953258688110741,0.953521060934023,0.953870490320471,0.955361614119823,0.955907971311281,0.956105943644631,0.956149400986099,0.95764715692398,0.958089460061188,0.958306488705152,0.958307013857939,0.959389692438954,0.96029353721655,0.961177192822465,0.961939424773351,0.96199679707073,0.962009482989829,0.962301391773803,0.963367183410449,0.963367183410449,0.963823780739288,0.964684167058477,0.964720648191437,0.964754159639125,0.965558434383648,0.965873935629178,0.966153109220121,0.967243855501618,0.967822767903277,0.968700346695289,0.968700346695289,0.968770267290269,0.969307223207403,0.969933474704153,0.970518239077981,0.970719737072487,0.970872299681362,0.971257552094729,0.972023483953319,0.972412994010532,0.973206442460793,0.973352737510254,0.973352737510254,0.97347866829493,0.973873109363563,0.974312717613579,0.974678123873185,0.974697331078698,51
