"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.973354118446822,0.973357909239374,0.97339202637234,0.973448888260618,0.973659419138493,0.974231090142774,0.974472347513346,0.97461710193569,0.974633185760394,105
