"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.972335276724207,0.972345784748682,0.972440356968958,0.972597977336084,0.972860677947961,0.973123378559838,0.973280998926964,0.97337557114724,0.973386079171715,245
