"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.965074905822737,0.965294283174901,0.967268679344376,0.970559339626835,0.971771718522266,0.973832937336595,0.973947932664804,0.97401692986173,0.974024596216944,273
