"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.972720598528096,0.972747365914759,0.972988272394733,0.973389783194689,0.974058967861283,0.97452744691516,0.974808534347486,0.974977186806882,0.974995925969037,164
