"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.87,0.56,0,0,19.94,22.55,0.491113018253862,0.475593318392499,0.377272759527639,0.363585944781764,0.97,0.98,53
