"","X1","idx"
"y1.IP.50",20,9
"y0.IP.50",13,9
"y1.PC.50",10,9
"y0.PC.50",9,9
"eff.prob.50",0.827596968020603,9
"fut.prob.50",0.494759977586214,9
"eff.mix.prob.50",0.6,9
"box.skpt.50",NA,9
"box.enth.50",NA,9
"box.ni.50",NA,9
"y1.IP.52",20,9
"y0.IP.52",13,9
"y1.PC.52",10,9
"y0.PC.52",9,9
"eff.prob.52",0.827596968020603,9
"fut.prob.52",0.494759977586214,9
"eff.mix.prob.52",0.6,9
"box.skpt.52",NA,9
"box.enth.52",NA,9
"box.ni.52",NA,9
"y1.IP.54",21,9
"y0.IP.54",13,9
"y1.PC.54",10,9
"y0.PC.54",10,9
"eff.prob.54",0.86196454615404,9
"fut.prob.54",0.454730118267318,9
"eff.mix.prob.54",0.6,9
"box.skpt.54",NA,9
"box.enth.54",NA,9
"box.ni.54",NA,9
"y1.IP.56",21,9
"y0.IP.56",14,9
"y1.PC.56",10,9
"y0.PC.56",11,9
"eff.prob.56",0.862352099149159,9
"fut.prob.56",0.457375334614647,9
"eff.mix.prob.56",0.6,9
"box.skpt.56",NA,9
"box.enth.56",NA,9
"box.ni.56",NA,9
"y1.IP.58",21,9
"y0.IP.58",14,9
"y1.PC.58",11,9
"y0.PC.58",12,9
"eff.prob.58",0.862654186008626,9
"fut.prob.58",0.46079344197324,9
"eff.mix.prob.58",0.6,9
"box.skpt.58",NA,9
"box.enth.58",NA,9
"box.ni.58",NA,9
"y1.IP.60",21,9
"y0.IP.60",15,9
"y1.PC.60",11,9
"y0.PC.60",13,9
"eff.prob.60",0.861974115931998,9
"fut.prob.60",0.465005971311497,9
"eff.mix.prob.60",0.6,9
"box.skpt.60",NA,9
"box.enth.60",NA,9
"box.ni.60",NA,9
"y1.IP.62",21,9
"y0.IP.62",15,9
"y1.PC.62",11,9
"y0.PC.62",15,9
"eff.prob.62",0.890967408599086,9
"fut.prob.62",0.425502162910808,9
"eff.mix.prob.62",0.6,9
"box.skpt.62",NA,9
"box.enth.62",NA,9
"box.ni.62",NA,9
"y1.IP.64",21,9
"y0.IP.64",15,9
"y1.PC.64",11,9
"y0.PC.64",17,9
"eff.prob.64",0.914044047187957,9
"fut.prob.64",0.388929661060896,9
"eff.mix.prob.64",0.6,9
"box.skpt.64",NA,9
"box.enth.64",NA,9
"box.ni.64",NA,9
"y1.IP.66",22,9
"y0.IP.66",16,9
"y1.PC.66",11,9
"y0.PC.66",17,9
"eff.prob.66",0.913504000358279,9
"fut.prob.66",0.393258750560276,9
"eff.mix.prob.66",0.6,9
"box.skpt.66",NA,9
"box.enth.66",NA,9
"box.ni.66",NA,9
"y1.IP.68",22,9
"y0.IP.68",17,9
"y1.PC.68",11,9
"y0.PC.68",18,9
"eff.prob.68",0.912427778553619,9
"fut.prob.68",0.398602891551395,9
"eff.mix.prob.68",0.6,9
"box.skpt.68",NA,9
"box.enth.68",NA,9
"box.ni.68",NA,9
"y1.IP.70",22,9
"y0.IP.70",18,9
"y1.PC.70",12,9
"y0.PC.70",18,9
"eff.prob.70",0.885763823787721,9
"fut.prob.70",0.447364602543066,9
"eff.mix.prob.70",0.6,9
"box.skpt.70",NA,9
"box.enth.70",NA,9
"box.ni.70",NA,9
"y1.IP.72",23,9
"y0.IP.72",18,9
"y1.PC.72",12,9
"y0.PC.72",19,9
"eff.prob.72",0.909993286143793,9
"fut.prob.72",0.409570150037658,9
"eff.mix.prob.72",0.6,9
"box.skpt.72",NA,9
"box.enth.72",NA,9
"box.ni.72",NA,9
"y1.IP.74",24,9
"y0.IP.74",18,9
"y1.PC.74",13,9
"y0.PC.74",19,9
"eff.prob.74",0.908688067579271,9
"fut.prob.74",0.415078194226177,9
"eff.mix.prob.74",0.6,9
"box.skpt.74",NA,9
"box.enth.74",NA,9
"box.ni.74",NA,9
"y1.IP.76",24,9
"y0.IP.76",19,9
"y1.PC.76",13,9
"y0.PC.76",20,9
"eff.prob.76",0.907587949370686,9
"fut.prob.76",0.420437016218892,9
"eff.mix.prob.76",0.6,9
"box.skpt.76",NA,9
"box.enth.76",NA,9
"box.ni.76",NA,9
"y1.IP.78",25,9
"y0.IP.78",20,9
"y1.PC.78",13,9
"y0.PC.78",22,9
"eff.prob.78",0.927021010390032,9
"fut.prob.78",0.388776526270409,9
"eff.mix.prob.78",0.6,9
"box.skpt.78",NA,9
"box.enth.78",NA,9
"box.ni.78",NA,9
"y1.IP.80",25,9
"y0.IP.80",20,9
"y1.PC.80",13,9
"y0.PC.80",22,9
"eff.prob.80",0.927021010390032,9
"fut.prob.80",0.388776526270409,9
"eff.mix.prob.80",0.6,9
"box.skpt.80",NA,9
"box.enth.80",NA,9
"box.ni.80",NA,9
"y1.IP.82",25,9
"y0.IP.82",21,9
"y1.PC.82",14,9
"y0.PC.82",22,9
"eff.prob.82",0.904191006362404,9
"fut.prob.82",0.43647923279427,9
