"","X","X0","X0.01","X0.02","X0.03","X0.04","X0.05","X0.06","X0.07","X0.08","X0.09","X0.1","X0.11","X0.12","X0.13","X0.14","X0.15","X0.16","X0.17","X0.18","X0.19","X0.2","X0.21","X0.22","X0.23","X0.24","X0.25","X0.26","X0.27","X0.28","X0.29","X0.3","X0.31","X0.32","X0.33","X0.34","X0.35","X0.36","X0.37","X0.38","X0.39","X0.4","X0.41","X0.42","X0.43","X0.44","X0.45","X0.46","X0.47","X0.48","X0.49","X0.5","X0.51","X0.52","X0.53","X0.54","X0.55","X0.56","X0.57","X0.58","X0.59","X0.6","X0.61","X0.62","X0.63","X0.64","X0.65","X0.66","X0.67","X0.68","X0.69","X0.7","X0.71","X0.72","X0.73","X0.74","X0.75","X0.76","X0.77","X0.78","X0.79","X0.8","X0.81","X0.82","X0.83","X0.84","X0.85","X0.86","X0.87","X0.88","X0.89","X0.9","X0.91","X0.92","X0.93","X0.94","X0.95","X0.96","X0.97","X0.98","X0.99","X1","idx"
"1",1,0.827394798401131,0.880471072770199,0.892472930569253,0.902534693086402,0.91461962322708,0.91936667295129,0.922106751015608,0.922347427964845,0.925671477728156,0.928554662624877,0.932327700225784,0.936774735368603,0.941130438200079,0.941214128633616,0.942254566561454,0.942254566561454,0.943665570180117,0.943665570180117,0.944580066016443,0.945258882895331,0.945258882895331,0.94696453394679,0.94696453394679,0.948734141986105,0.949308507936963,0.951533233152887,0.954130230200626,0.955919249433148,0.955919249433148,0.956192407489672,0.957653863913968,0.959346830913671,0.959346830913671,0.960900896295182,0.960900896295182,0.960900896295182,0.9609935467036,0.96110251869226,0.96110251869226,0.96110251869226,0.961140103511692,0.961605610291936,0.961605610291936,0.961605610291936,0.961943006863961,0.962318486044311,0.962318486044311,0.962318486044311,0.962590915369347,0.963177753311095,0.963177753311095,0.964106709446458,0.964106709446458,0.964138092517927,0.964735836492205,0.965599870659896,0.966237801023404,0.967040548437512,0.967350065039577,0.967350065039577,0.967350065039577,0.968457964620213,0.968457964620213,0.968457964620213,0.969565393970072,0.969565393970072,0.969565393970072,0.970664151263893,0.970664151263893,0.970664151263893,0.970973154875948,0.971747992263052,0.971747992263052,0.972812191172684,0.972812191172684,0.973832690310546,0.974471700481073,0.974471700481073,0.974471700481073,0.974471700481073,0.974471700481073,0.974482809381645,0.974482809381645,0.974482809381645,0.974482809381645,0.974482809381645,0.974482809381645,0.974657849119402,0.974657849119402,0.974657849119402,0.974657849119402,0.974657849119402,0.974762624393062,0.974762624393062,0.974762624393062,0.974762624393062,0.974762624393062,0.974847860975648,0.974990279777131,0.974990279777131,0.974990279777131,100
"2",1,0.750136000040454,0.815481976221131,0.836591598979053,0.846878670988131,0.858358415117643,0.866695489158909,0.869776525996426,0.874111816980494,0.881597345927202,0.885042833640321,0.887067932302067,0.892472930569253,0.892472930569253,0.896180463326314,0.899859338672369,0.901830744176126,0.90500422323984,0.906236107620806,0.910662288134998,0.913583491237449,0.918377575515039,0.919411349230981,0.922347427964845,0.922347427964845,0.925751845228906,0.927714112654122,0.928261045128194,0.929354688798633,0.930635257598226,0.93116643851773,0.932327700225784,0.93288139033376,0.933797331888235,0.934008628709739,0.935035483415879,0.936470805669529,0.939456530665443,0.941159729851817,0.941965490273783,0.942187908027586,0.942357715182952,0.942357715182952,0.943665570180117,0.943822486667082,0.943906980160063,0.943906980160063,0.944580066016443,0.944580066016443,0.944761611820391,0.945033930526313,0.945258882895331,0.945258882895331,0.946282273526206,0.946991144945474,0.948211242873915,0.949864689240944,0.95217713673422,0.953483634846727,0.953483634846727,0.954130230200626,0.955605748203426,0.955605748203426,0.955693684170499,0.957028954037777,0.957631962611932,0.957653863913968,0.95950112828521,0.95950112828521,0.960095208163128,0.960988914183179,0.961198937014028,0.961641254079555,0.962318486044311,0.962654073687277,0.963011970822212,0.963053416444432,0.963177753311095,0.964106709446458,0.964106709446458,0.964120831828619,0.964138092517927,0.965166336205031,0.965209689650518,0.966014525396176,0.966237801023404,0.966839861583985,0.968437568731174,0.968457964620213,0.968900936360156,0.969565393970072,0.969665290582407,0.970664151263893,0.970664151263893,0.970826727413767,0.972124239231168,0.972417163742012,0.973339723045314,0.973832690310546,0.97440779946402,0.974990279777131,0.974990279777131,101
"3",1,0.750136000040454,0.816945506391863,0.835203421762272,0.838918220206459,0.852327902010702,0.861356401390559,0.875360440718965,0.87927853110438,0.879849822580465,0.887635694557015,0.887635694557015,0.896664210393455,0.897190423915362,0.9008887772215,0.901503579481033,0.903485036785985,0.914547765656774,0.915352977377118,0.918651754437581,0.922133225480025,0.922347427964845,0.922854404493173,0.9235920962717,0.92531174724015,0.925738225315534,0.927397502273361,0.929076649285648,0.929373401622189,0.930936037222203,0.932339227090086,0.934877010799751,0.935475564004224,0.935989162937256,0.935989162937256,0.936264906000994,0.937177004663129,0.939456530665443,0.94002860829425,0.941397794812323,0.942048974900468,0.942048974900468,0.942254566561454,0.942355652210522,0.944357947683838,0.944580066016443,0.945258882895331,0.945258882895331,0.945781746670071,0.94696453394679,0.946986088855724,0.948149826441218,0.951533233152887,0.951533233152887,0.953483634846727,0.953520373265315,0.953624936456681,0.954130230200626,0.955626496346263,0.955668621363538,0.955846567292961,0.956602144574458,0.957626487286423,0.957628461870187,0.957653863913968,0.95792473863392,0.959346830913671,0.959460906900838,0.959866929859047,0.960986134670927,0.9609935467036,0.961253446172163,0.961605610291936,0.961605610291936,0.961869374320315,0.962318486044311,0.962522808038089,0.962776179768608,0.963011970822212,0.963147912463096,0.96365152094013,0.964106709446458,0.964106709446458,0.964424043164717,0.965283390507845,0.965599870659896,0.96623290491798,0.966510735144201,0.967382427917466,0.968449806264597,0.968912010653655,0.969765187194741,0.970475368809371,0.970664151263893,0.971050405778962,0.971050405778962,0.971747992263052,0.97355826624477,0.973832690310546,0.974657849119402,0.974716752794839,0.974847860975648,102
"4",1,0.778446120601083,0.814133975933819,0.838137264588157,0.845730683611663,0.854606165850068,0.873130537095572,0.882175378683647,0.885592403023789,0.890542968232126,0.896002234987071,0.896239872772729,0.900235625693087,0.906706679470754,0.909189679379473,0.91303313100801,0.915067127927186,0.916471936749252,0.919765337066869,0.928584259825318,0.930281136985223,0.931099762281448,0.932327700225784,0.932661885176667,0.933329061269313,0.935236142722435,0.935475564004224,0.935475564004224,0.93574269369445,0.936655611536003,0.937574389846944,0.93844068219848,0.940377306519631,0.94120073816425,0.942015581049794,0.942254566561454,0.942585049281176,0.943906980160063,0.94420313793687,0.944580066016443,0.944580066016443,0.944580066016443,0.944580066016443,0.946965598386737,0.947361923024112,0.949308507936963,0.949798508192132,0.950533508574887,0.950997080663234,0.951467138787297,0.95517237477826,0.955668621363538,0.955698696731891,0.956328986517934,0.957636342872339,0.957653863913968,0.957653863913968,0.957653863913968,0.957653863913968,0.957653863913968,0.959346830913671,0.959346830913671,0.959346830913671,0.959414721757148,0.959533022780877,0.959558082741759,0.959558082741759,0.960878709586653,0.9609935467036,0.961041836084751,0.96158183193418,0.962427457774326,0.962809864204837,0.963011970822212,0.964259788772978,0.966035415078301,0.967040548437512,0.967040548437512,0.967040548437512,0.967040548437512,0.967720908205209,0.968457964620213,0.968457964620213,0.968457964620213,0.969521096796077,0.970664151263893,0.970741402166907,0.971050405778962,0.971357343831962,0.971747992263052,0.971747992263052,0.971747992263052,0.972727055259914,0.972838567766316,0.973529379501004,0.974011613158294,0.974476144041302,0.974548976784123,0.974640643015525,0.974802258130149,0.974973189520953,0.974990279777131,103
"5",1,0.839606087494245,0.866664438609241,0.879016237099861,0.882724773853636,0.883134435163658,0.8857972336788,0.887156630091992,0.894261151392634,0.902366185774313,0.903624942411176,0.912291914605722,0.914514215168426,0.916169033224291,0.919564041426712,0.922088508286879,0.925490679011272,0.927520950694884,0.928473102209132,0.929206691323253,0.931742511056559,0.932327700225784,0.932327700225784,0.932512130054615,0.933411225470168,0.934916914346716,0.935475564004224,0.936305797098616,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.939192410064033,0.940370481608893,0.941557204598417,0.942462343582726,0.943482470480514,0.943820072567283,0.946013844088306,0.949000359864476,0.949300804235151,0.949308507936963,0.949970008281442,0.95076529461906,0.951285379281924,0.951500185970092,0.951533233152887,0.952391409898177,0.953514721200917,0.953624936456681,0.955169969619142,0.95578130889207,0.956500571019261,0.95762901880407,0.95762901880407,0.958902053251245,0.959527327335223,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.960041495620992,0.960900896295182,0.960900896295182,0.960900896295182,0.960945368491223,0.961021879420652,0.961162054559344,0.962323003967472,0.962590915369347,0.962590915369347,0.962833442421685,0.964015761801832,0.964106709446458,0.964106709446458,0.96411549670647,0.964225799206445,0.965365986157181,0.965995387485271,0.966558899989047,0.967163701116933,0.967697362727759,0.968245762247906,0.969123734606484,0.970034876415487,0.970750858543825,0.97159625452317,0.971747992263052,0.971747992263052,0.9718554913968,0.972274738018414,0.972685782394869,0.972812191172684,0.9731387508968,0.973910426718133,0.974516770697307,0.974610054386411,0.974714689285675,0.974847860975648,0.974847860975648,104
"6",1,0.867874810961878,0.882311080201928,0.893935667793551,0.895250756007609,0.896002234987071,0.896002234987071,0.898666406839491,0.902810674165479,0.907116902206558,0.91114060787918,0.91114060787918,0.91245499123953,0.917055333000755,0.919355503881367,0.919355503881367,0.919355503881367,0.919355503881367,0.919355503881367,0.91966423252388,0.921825333021467,0.924387019387347,0.927669760316157,0.929076649285648,0.929076649285648,0.929996156547764,0.93116643851773,0.93181674507424,0.932327700225784,0.932327700225784,0.93308318753261,0.934845991248536,0.935475564004224,0.935475564004224,0.936898820737467,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.93844068219848,0.940627201383114,0.9436883282416,0.944256984805381,0.944616375177232,0.944870539302759,0.945033930526313,0.945033930526313,0.946401795297721,0.948795558647685,0.949308507936963,0.949308507936963,0.95055435405788,0.951533233152887,0.951533233152887,0.952035241945798,0.953206595795922,0.95436066302315,0.955505126570989,0.956609612134993,0.957697731288454,0.95865970606983,0.959380631206165,0.959498932229894,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.960304524001917,0.961017691394176,0.961186704228205,0.961554467342505,0.962279980961295,0.962590915369347,0.962590915369347,0.962590915369347,0.962590915369347,0.96343976005253,0.964106709446458,0.964106709446458,0.964465068137684,0.965301238417208,0.965599870659896,0.965599870659896,0.965899362575513,0.966401425715289,0.968888015618641,0.970664151263893,0.970664151263893,0.970772302528112,0.970988605056551,0.971050405778962,0.971050405778962,0.971413150750689,0.971747992263052,0.971747992263052,0.9718554913968,0.972156488971292,0.972665045717927,0.97332927184367,0.973972523297565,0.974610054386411,105
"7",1,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959884748631683,0.960211414521607,0.96053808041153,0.960864746301454,0.961191412191378,0.961518078081302,0.961844743971225,0.962171409861149,0.962498075751073,0.962824741640997,0.96315140753092,0.963478073420844,0.963804739310768,0.964131405200692,0.964458071090615,0.964784736980539,0.965111402870463,0.965438068760387,0.96576473465031,0.966091400540234,0.966418066430158,0.966744732320081,0.967071398210005,0.967398064099929,0.967724729989853,106
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"9",1,0.341916330707384,0.458450210003168,0.573634685997631,0.591113517477707,0.640828974715144,0.666589045866715,0.670675490148184,0.670675490148184,0.675390154568523,0.692891884795139,0.743419399149194,0.743419399149194,0.765545282676127,0.798191482070132,0.807172580740374,0.807172580740374,0.807172580740374,0.807172580740374,0.807172580740374,0.815761934598823,0.837080644485685,0.851948500584686,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.861283960897957,0.864232081031505,0.868782103487875,0.873583019461174,0.874680226480346,0.87677798499905,0.881959391847872,0.886955091324863,0.897286344076952,0.903066774924771,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.906539030334721,0.911909635955295,0.915108900243544,0.917730612347132,0.925661119541573,0.929341636579554,0.932245837696162,0.933480386655979,0.934880063769846,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.936588604380165,0.938550008157712,0.943906980160063,0.944806998271378,0.948190867072851,0.953624936456681,0.953624936456681,0.956570404186182,0.957633987826049,0.957653863913968,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959672919858707,0.961082903734302,0.962020868954584,0.965369850114087,0.967067915699606,0.968273926153747,0.970796245830263,0.974610054386411,0.974847860975648,108
"10",1,0.223421905864946,0.404017091498928,0.507592096280878,0.528272114651541,0.572381062342247,0.590332434293767,0.618137382937576,0.645349835788156,0.670675490148184,0.670675490148184,0.670675490148184,0.68821288909594,0.737519856199007,0.743419399149194,0.743419399149194,0.743419399149194,0.747857375509795,0.765576087431206,0.780694874027769,0.787041520116906,0.796308799055965,0.806657713730497,0.807172580740374,0.807172580740374,0.807172580740374,0.812806316211844,0.822829694687219,0.831567665462613,0.836024442813241,0.849946939915423,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.860626562257589,0.861487704797527,0.868531747720015,0.873201019864253,0.876078732159482,0.880434571170663,0.886138618103818,0.886489323488819,0.893160955695824,0.901382839225823,0.902502570850707,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903402712354906,0.903472997893821,0.906247278015999,0.908864791282253,0.912277028141943,0.918738998172593,0.919350612443546,0.929995020161991,0.932849864211538,0.933480386655979,0.933480386655979,0.933480386655979,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.935989162937256,0.936013140594972,0.939042484517433,0.944605689387138,0.946078129106784,0.954312711638196,0.95762901880407,0.959089264199359,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.959558082741759,0.963011970822212,0.964212564581674,0.967484583135598,0.968428827635871,0.972067309877456,0.974610054386411,0.974847860975648,109
