"","X","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","idx"
"43",1,0.01248,0.01248,0.02076,0.02076,0.6958,0.6958,NA,NA,0.40024435971686,0.400386965894466,111.33304,111.99984,0.409112543695884,0.409173037712915,0.96968,0.97136,139
"44",1,0.71244,0.53432,0.74012,0.72356,0.04684,0.02684,NA,NA,0.552402613505832,0.541606839639119,73.51568,79.26968,0.548511906502697,0.540897032446911,0.90264,0.91584,13
"45",1,0.01328,0.01328,0.0216,0.0216,0.70344,0.70344,NA,NA,0.399795,0.399795,112,112,0.408698105096308,0.408698105096308,0.97076,0.97076,140
"46",1,0.0382,0.01764,0.0416,0.03704,0.76612,0.59036,NA,NA,0.375147145361884,0.381779616964585,72.85768,79.0228,0.399911433670466,0.402039603868354,0.95772,0.9588,141
"47",1,0.3114,0.2014,0.33748,0.32204,0.25764,0.17088,NA,NA,0.474209839696655,0.471237502752528,86.99176,91.19108,0.479069379598423,0.476033091277661,0.91264,0.92704,142
"48",1,0.80808,0.61788,0.83132,0.81384,0.02496,0.013,NA,NA,0.571328940456794,0.55898318697253,67.13616,73.51864,0.565639073428961,0.557300793571906,0.92236,0.92992,143
"49",1,0.98768,0.84444,0.99084,0.98324,0.00104,0.00036,NA,NA,0.648625915322327,0.630413173901323,41.8704,49.72004,0.629467720915594,0.620800179240486,0.98768,0.96764,144
"50",1,1,0.91976,1,0.99764,0,0,NA,NA,0.716272229452855,0.694811145804724,27.8248,35.8538,0.677528414350853,0.672156219077719,0.98856,0.97872,145
"51",1,0.03796,0.0138,0.04136,0.02604,0.7602,0.65088,NA,NA,0.3761631093445,0.393090660976172,73.43216,95.4872,0.400603349676888,0.406134489107599,0.9578,0.96668,146
"52",1,0.3122,0.20024,0.33628,0.28516,0.25948,0.17128,NA,NA,0.473615760075628,0.468618867535657,86.9612,101.65484,0.478695598897608,0.471748145387958,0.91468,0.93584,147
"53",1,0.8096,0.68636,0.83336,0.79416,0.02504,0.01052,NA,NA,0.573119280745087,0.544828449601771,66.95272,90.8894,0.566758180930326,0.545487596650459,0.91736,0.93724,148
"54",1,0.98768,0.94264,0.99112,0.98256,0.00072,8e-05,NA,NA,0.648947567154717,0.6141928277107,41.62072,73.52792,0.629801528177109,0.611595109633617,0.98768,0.95928,149
"55",1,0.78144,0.59276,0.80844,0.7918,0.02916,0.01464,NA,NA,0.566432314650138,0.554361194795855,68.72864,74.93796,0.561215758148741,0.55294495124959,0.91928,0.92404,14
"56",1,0.99992,0.98816,0.99996,0.99876,0,0,NA,NA,0.716788922773619,0.678495363710489,27.83648,61.22468,0.677731742518958,0.668400552037497,0.9866,0.96596,150
"57",1,0.07276,0.03488,0.07556,0.05772,0.75512,0.5858,NA,NA,0.37980688845902,0.384893537151774,70.97608,77.31408,0.39622361166098,0.398215574074816,0.92072,0.92948,151
"58",1,0.4182,0.26736,0.43876,0.37964,0.25548,0.16932,NA,NA,0.484992967861139,0.478655789329962,79.33832,84.4132,0.48489376330196,0.480346274345544,0.9234,0.93452,152
"59",1,0.86944,0.66384,0.88468,0.82108,0.0258,0.013,NA,NA,0.580738480484762,0.564474562600656,56.9024,63.8866,0.56662541868631,0.557153489106214,0.9596,0.94408,153
"60",1,0.99344,0.85184,0.99492,0.96328,0.0012,0.00032,NA,NA,0.653468125189103,0.63163152511254,34.43664,42.3946,0.622552389892709,0.613717494775466,0.9892,0.97488,154
"61",1,0.99996,0.92148,1,0.98924,0,0,NA,NA,0.718114996255733,0.694802819419794,22.99288,30.9824,0.665714442536161,0.662707180454823,0.9848,0.97588,155
"62",1,0.0388,0.01928,0.04172,0.03776,0.7648,0.5918,NA,NA,0.375405724331485,0.382143766450864,72.9472,79.1288,0.400125076256119,0.402325448281505,0.95732,0.959,156
"63",1,0.31276,0.2024,0.33764,0.32216,0.252,0.16696,NA,NA,0.474835244582391,0.471969624186958,87.5272,91.6692,0.479556459843532,0.476626947313084,0.91396,0.92968,157
"64",1,0.8052,0.61712,0.83124,0.81448,0.02572,0.01296,NA,NA,0.570965081640017,0.558890184040279,67.12008,73.46816,0.565394714746143,0.557226544357361,0.9228,0.93168,158
"65",1,0.98836,0.84968,0.99084,0.98392,0.001,2e-04,NA,NA,0.650049532032813,0.631914368442339,41.44928,49.27776,0.630557753681761,0.622092388099011,0.98836,0.96856,159
"66",1,0.83548,0.64576,0.857,0.83956,0.01856,0.0092,NA,NA,0.578990211392089,0.565789011151654,64.78544,71.33252,0.572025886742693,0.563439850335058,0.91428,0.92944,15
"67",1,0.99988,0.92164,0.99996,0.9972,0,0,NA,NA,0.717752375861346,0.695700178119912,27.692,35.692,0.678407019383002,0.672783954334548,0.98716,0.9786,160
"68",1,0.07052,0.0346,0.07384,0.06104,0.81144,0.64036,NA,NA,0.378210347456596,0.383967371854595,66.50232,73.35168,0.399627978943236,0.401538485989509,0.923,0.93092,161
"69",1,0.41488,0.26452,0.43424,0.3868,0.31388,0.2108,NA,NA,0.481916545288919,0.476043526909776,76.60824,82.13352,0.483942763910828,0.479107896816249,0.9388,0.94336,162
"70",1,0.87068,0.66488,0.8844,0.83532,0.03596,0.01844,NA,NA,0.581384080003,0.564529430018629,56.2656,63.34664,0.566596982193202,0.555542461553462,0.94008,0.94508,163
"71",1,0.99428,0.85564,0.9952,0.97108,0.00096,0.00056,NA,NA,0.654338222331975,0.632967965452375,34.5296,42.48188,0.624657902395249,0.614282546884017,0.98684,0.96876,164
"72",1,0.9998,0.92276,0.9998,0.99156,8e-05,0,NA,NA,0.718940277031379,0.694949088225995,22.9976,31.0104,0.672480543366725,0.666536398251547,0.98052,0.96868,165
"73",1,0.04016,0.02088,0.0498,0.04656,0.81548,0.64408,NA,NA,0.375383617498665,0.382120900003424,68.84168,75.49468,0.406073676363357,0.407488217601952,0.9494,0.95096,166
"74",1,0.313,0.20152,0.3792,0.3698,0.321,0.2124,NA,NA,0.471856243680906,0.46953501031432,84.13408,88.87496,0.479138031466861,0.476072079192747,0.9316,0.94644,167
"75",1,0.803,0.61516,0.85856,0.84956,0.03828,0.0214,NA,NA,0.571534939888919,0.559075159164649,66.4796,72.94952,0.563562818972389,0.55452885939064,0.92336,0.93432,168
"76",1,0.98704,0.84884,0.9928,0.98768,0.00156,0.00044,NA,NA,0.647762545172781,0.630315869079259,41.9264,49.77864,0.628167097920588,0.618547520182614,0.96536,0.9606,169
