"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42
"eff.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"ss.initial",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,42
"ss.final",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,100,100,100,100,100,100,100,42
"mle.initial.IP",0.396551724137931,0.551724137931034,0.482758620689655,0.396551724137931,0.431034482758621,0.517241379310345,0.396551724137931,0.482758620689655,0.448275862068966,0.482758620689655,0.379310344827586,0.517241379310345,0.413793103448276,0.517241379310345,0.517241379310345,0.448275862068966,0.448275862068966,0.574074074074074,0.448275862068966,0.46551724137931,0.46551724137931,0.293103448275862,0.482758620689655,0.482758620689655,0.53448275862069,42
"mle.final.IP",0.396551724137931,0.551724137931034,0.482758620689655,0.396551724137931,0.431034482758621,0.517241379310345,0.396551724137931,0.482758620689655,0.448275862068966,0.482758620689655,0.379310344827586,0.517241379310345,0.413793103448276,0.517241379310345,0.517241379310345,0.448275862068966,0.448275862068966,0.589285714285714,0.448275862068966,0.46551724137931,0.46551724137931,0.293103448275862,0.482758620689655,0.482758620689655,0.53448275862069,42
"mle.initial.PC",0.285714285714286,0.357142857142857,0.452380952380952,0.357142857142857,0.357142857142857,0.428571428571429,0.428571428571429,0.333333333333333,0.428571428571429,0.547619047619048,0.452380952380952,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.305555555555556,0.5,0.285714285714286,0.428571428571429,0.357142857142857,0.380952380952381,0.428571428571429,0.333333333333333,42
"mle.final.PC",0.285714285714286,0.357142857142857,0.452380952380952,0.357142857142857,0.357142857142857,0.428571428571429,0.428571428571429,0.333333333333333,0.428571428571429,0.547619047619048,0.452380952380952,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.297297297297297,0.5,0.285714285714286,0.428571428571429,0.357142857142857,0.380952380952381,0.428571428571429,0.333333333333333,42
"post.mean.initial.IP",0.317443004856419,0.399613273874583,0.437568553306424,0.360685559886178,0.369308671558678,0.432568725029397,0.400734173897156,0.367575374138607,0.415023691579297,0.490543071308128,0.408397216550252,0.446405914377477,0.392384570824618,0.376354579822035,0.460131603915542,0.373529218950516,0.387600435775302,0.381394149582467,0.454483793135709,0.334037347401293,0.419518729943092,0.331490524131844,0.396094867160637,0.4239347823565,0.380954456817582,42
"post.mean.final.IP",0.317443004856419,0.399613273874583,0.437568553306424,0.360685559886178,0.369308671558678,0.432568725029397,0.400734173897156,0.367575374138607,0.415023691579297,0.490543071308128,0.408397216550252,0.446405914377477,0.392384570824618,0.376354579822035,0.460131603915542,0.373529218950516,0.387600435775302,0.381245579971021,0.454483793135709,0.334037347401293,0.419518729943092,0.331490524131844,0.396094867160637,0.4239347823565,0.380954456817582,42
"post.mean.initial.PC",0.0736759202330267,0.119873574483687,0.0488835342844063,0.0439233098244317,0.0608641084914279,0.0750608724596596,0.0182420045605251,0.0965600601989017,0.0415112222021874,0.0152726267789788,0.00338945950463372,0.0656191003549987,0.034210856468623,0.11309872053285,0.0563314161844472,0.0694886181217082,0.0598425559990182,0.142586771343232,0.0166336209621383,0.108009094153764,0.0496818833340557,-0.0026348229563885,0.0770241174512977,0.0580271691946168,0.121041984873995,42
"post.mean.final.PC",0.0736759202330267,0.119873574483687,0.0488835342844063,0.0439233098244317,0.0608641084914279,0.0750608724596596,0.0182420045605251,0.0965600601989017,0.0415112222021874,0.0152726267789788,0.00338945950463372,0.0656191003549987,0.034210856468623,0.11309872053285,0.0563314161844472,0.0694886181217082,0.0598425559990182,0.152500158629012,0.0166336209621383,0.108009094153764,0.0496818833340557,-0.0026348229563885,0.0770241174512977,0.0580271691946168,0.121041984873995,42
"cov.initial",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,42
"cov.final",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,42
"eff.mix.prob",0.739785266196511,0.375303563515781,1,1,0.917388513500007,0.695532234436245,1,0.450248032871332,1,1,1,0.854530604267974,1,0.372338470099733,1,0.771480718188785,0.94028812356504,0.676607666215771,1,0.442685914495986,1,1,0.65540923649569,0.980352937231569,0.383621781398767,42
