"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,205
"eff.mon.final",1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,205
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"ss.initial",80,100,100,90,90,100,100,90,100,100,90,100,100,100,100,100,100,90,100,90,90,70,90,100,90,205
"ss.final",83,100,100,93,93,100,100,93,100,100,93,100,100,100,100,100,100,93,100,93,93,73,93,100,93,205
"mle.initial.IP",0.666666666666667,0.53448275862069,0.586206896551724,0.634615384615385,0.660377358490566,0.568965517241379,0.637931034482759,0.596153846153846,0.620689655172414,0.637931034482759,0.709090909090909,0.603448275862069,0.637931034482759,0.551724137931034,0.637931034482759,0.586206896551724,0.586206896551724,0.574074074074074,0.655172413793103,0.611111111111111,0.627450980392157,0.785714285714286,0.611111111111111,0.568965517241379,0.592592592592593,205
"mle.final.IP",0.673076923076923,0.53448275862069,0.586206896551724,0.648148148148148,0.666666666666667,0.568965517241379,0.637931034482759,0.611111111111111,0.620689655172414,0.637931034482759,0.714285714285714,0.603448275862069,0.637931034482759,0.551724137931034,0.637931034482759,0.586206896551724,0.586206896551724,0.553571428571429,0.655172413793103,0.607142857142857,0.62962962962963,0.795454545454545,0.607142857142857,0.568965517241379,0.607142857142857,205
"mle.initial.PC",0.310344827586207,0.357142857142857,0.452380952380952,0.394736842105263,0.351351351351351,0.428571428571429,0.428571428571429,0.342105263157895,0.428571428571429,0.547619047619048,0.457142857142857,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.305555555555556,0.5,0.25,0.41025641025641,0.392857142857143,0.361111111111111,0.428571428571429,0.361111111111111,205
"mle.final.PC",0.290322580645161,0.357142857142857,0.452380952380952,0.384615384615385,0.358974358974359,0.428571428571429,0.428571428571429,0.358974358974359,0.428571428571429,0.547619047619048,0.432432432432432,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.297297297297297,0.5,0.243243243243243,0.41025641025641,0.379310344827586,0.378378378378378,0.428571428571429,0.351351351351351,205
"post.mean.initial.IP",0.426101180355586,0.395000158639978,0.463952851714072,0.44640006939647,0.433221840642522,0.445669174941245,0.464851585559094,0.405792528746234,0.459793051134159,0.532696042021954,0.506783495728741,0.468534192445842,0.451637065428959,0.385718684790811,0.491599062251955,0.409357402008136,0.422938714040755,0.381394149582467,0.509947837980893,0.363697436693994,0.45175794613569,0.508122734393241,0.423149899557307,0.445669174941245,0.417290430958514,205
"post.mean.final.IP",0.415937004595927,0.395000158639978,0.463952851714072,0.445063731114253,0.437606102192951,0.445669174941245,0.464851585559094,0.419352727326995,0.459793051134159,0.532696042021954,0.495109606095833,0.468534192445842,0.451637065428959,0.385718684790811,0.491599062251955,0.409357402008136,0.422938714040755,0.369735556111899,0.509947837980893,0.357788916331618,0.453093263794186,0.506332886326031,0.430723364936183,0.445669174941245,0.416265688055349,205
"post.mean.initial.PC",0.166984442046602,0.111879309581816,0.0997689905786468,0.138765497667591,0.161490125001659,0.100638875176018,0.132804492889428,0.140017405435237,0.125064588270073,0.0877561888672674,0.149764053658848,0.108137069101743,0.140935598756753,0.128744375517271,0.115626044161785,0.135168013038245,0.126677017485717,0.142586771343232,0.114937252824528,0.172633406535948,0.130832847896459,0.181054114488769,0.139620560644307,0.100638875176018,0.132116558909049,205
"post.mean.final.PC",0.17645988837001,0.111879309581816,0.0997689905786468,0.148662916256276,0.163357350243181,0.100638875176018,0.132804492889428,0.141946439561301,0.125064588270073,0.0877561888672674,0.160283077325024,0.108137069101743,0.140935598756753,0.128744375517271,0.115626044161785,0.135168013038245,0.126677017485717,0.138651662973767,0.114937252824528,0.175115025437383,0.132905924412126,0.189381539834582,0.13374679828636,0.100638875176018,0.142445302232653,205
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"cov.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"eff.mix.prob",0.902567484098897,0.369535857812137,0.44811315368222,0.586370695270221,0.74681809554676,0.418375601468349,0.448201181372098,0.524867473799739,0.407268905678668,0.681374110588699,0.716890813576783,0.407389991682721,0.491078105873221,0.418611944851126,0.442687908568784,0.442038343635262,0.389117102703203,0.550395648068907,0.479123269604151,0.897258404027881,0.45356644539019,0.95854246753731,0.450893044569928,0.418375601468349,0.536768486239692,205
