"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","idx"
"eff.mon.initial",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,134
"eff.mon.final",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,134
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
"ss.initial",90,100,100,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,134
"ss.final",93,100,100,93,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,100,100,100,134
"mle.initial.IP",0.636363636363636,0.46551724137931,0.517241379310345,0.615384615384615,0.60377358490566,0.482758620689655,0.603448275862069,0.53448275862069,0.551724137931034,0.551724137931034,0.655172413793103,0.5,0.586206896551724,0.517241379310345,0.551724137931034,0.551724137931034,0.568965517241379,0.482758620689655,0.568965517241379,0.551724137931034,0.568965517241379,0.739130434782609,0.551724137931034,0.517241379310345,0.53448275862069,134
"mle.final.IP",0.649122807017544,0.46551724137931,0.517241379310345,0.62962962962963,0.592592592592593,0.482758620689655,0.603448275862069,0.53448275862069,0.551724137931034,0.551724137931034,0.655172413793103,0.5,0.586206896551724,0.517241379310345,0.551724137931034,0.551724137931034,0.568965517241379,0.482758620689655,0.568965517241379,0.551724137931034,0.568965517241379,0.729166666666667,0.551724137931034,0.517241379310345,0.53448275862069,134
"mle.initial.PC",0.314285714285714,0.357142857142857,0.452380952380952,0.394736842105263,0.351351351351351,0.428571428571429,0.428571428571429,0.333333333333333,0.428571428571429,0.547619047619048,0.452380952380952,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.333333333333333,0.5,0.285714285714286,0.428571428571429,0.382352941176471,0.380952380952381,0.428571428571429,0.333333333333333,134
"mle.final.PC",0.305555555555556,0.357142857142857,0.452380952380952,0.384615384615385,0.358974358974359,0.428571428571429,0.428571428571429,0.333333333333333,0.428571428571429,0.547619047619048,0.452380952380952,0.452380952380952,0.404761904761905,0.333333333333333,0.476190476190476,0.357142857142857,0.380952380952381,0.333333333333333,0.5,0.285714285714286,0.428571428571429,0.371428571428571,0.380952380952381,0.428571428571429,0.333333333333333,134
"post.mean.initial.IP",0.408820427112341,0.377705683174484,0.446405914377477,0.440500551547896,0.414408612060817,0.4239347823565,0.454923701362005,0.380954456817582,0.441231583239176,0.510119751637034,0.483258574260113,0.442045044488415,0.436554835475501,0.376354579822035,0.468931188263833,0.399613273874583,0.418130656270412,0.367575374138607,0.487146570400122,0.357753430060118,0.445669174941245,0.47786871355748,0.413484748154013,0.432568725029397,0.380954456817582,134
"post.mean.final.IP",0.40841920286545,0.377705683174484,0.446405914377477,0.439137569940483,0.413696702787023,0.4239347823565,0.454923701362005,0.380954456817582,0.441231583239176,0.510119751637034,0.483258574260113,0.442045044488415,0.436554835475501,0.376354579822035,0.468931188263833,0.399613273874583,0.418130656270412,0.367575374138607,0.487146570400122,0.357753430060118,0.445669174941245,0.468563675573832,0.413484748154013,0.432568725029397,0.380954456817582,134
"post.mean.initial.PC",0.162739805316467,0.0781405247864925,0.0656191003549987,0.130841676787075,0.139940662441043,0.0580271691946168,0.117112621381152,0.121041984873995,0.0921826777059605,0.0454410299264396,0.132187417003007,0.057180147617778,0.117938285156576,0.11309872053285,0.0732539371342808,0.119873574483687,0.118851627522114,0.0965600601989017,0.0723472158100876,0.145881437808285,0.100638875176018,0.17526516420209,0.110805177661273,0.0750608724596596,0.121041984873995,134
"post.mean.final.PC",0.171344088536674,0.0781405247864925,0.0656191003549987,0.141231836587387,0.134374616648805,0.0580271691946168,0.117112621381152,0.121041984873995,0.0921826777059605,0.0454410299264396,0.132187417003007,0.057180147617778,0.117938285156576,0.11309872053285,0.0732539371342808,0.119873574483687,0.118851627522114,0.0965600601989017,0.0723472158100876,0.145881437808285,0.100638875176018,0.176449375458021,0.110805177661273,0.0750608724596596,0.121041984873995,134
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134
"cov.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134
"eff.mix.prob",0.839175793413747,0.63852332502724,0.854530604267974,0.518559894340756,0.465993853995928,0.980352937231569,0.379853426379368,0.383621781398767,0.487886320430485,1,0.459578905681202,0.984415496831027,0.364772849264359,0.372338470099733,0.747482506608356,0.375303563515781,0.365401036648643,0.450248032871332,0.784573020080364,0.608595809699098,0.418375601468349,0.874996664227946,0.361735147572171,0.695532234436245,0.383621781398767,134
