"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"195",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"196",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"197",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"198",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"199",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"200",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"201",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"202",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"203",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"204",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"205",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"206",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"207",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"208",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"209",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"210",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"211",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"212",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"213",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"214",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"215",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"216",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"217",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"218",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"219",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"220",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"221",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"222",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"223",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"224",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"225",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"226",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"227",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"228",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"229",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"230",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"231",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"232",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"233",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"234",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"235",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"236",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"237",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"238",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"239",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"240",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"241",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"242",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"243",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"244",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"245",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"246",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"247",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"248",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"249",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"250",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"251",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"252",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"253",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"254",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"255",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
"256",0.51,0.39,2,1,4,0,101,0.5,0.05,322,322,13
