"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V4","X3","0","0","0","0","100","100","0.241379310344828","0.241379310344828","0.452380952380952","0.452380952380952","0.365414806149773","0.365414806149773","-0.0546071809486432","-0.0546071809486432","1","1","1"
"V5","X4","0","0","0","0","100","100","0.327586206896552","0.327586206896552","0.30952380952381","0.30952380952381","0.314852140341022","0.314852140341022","0.0292904131156444","0.0292904131156444","1","1","1"
"V6","X5","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.452380952380952","0.452380952380952","0.397762886690914","0.397762886690914","-0.0104710069817714","-0.0104710069817714","1","1","1"
"V7","X6","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.428571428571429","0.428571428571429","0.395709263723221","0.395709263723221","0.0109011102250249","0.0109011102250249","1","1","1"
"V8","X7","0","0","0","0","100","100","0.310344827586207","0.310344827586207","0.30952380952381","0.30952380952381","0.310134887008606","0.310134887008606","0.0212076267669516","0.0212076267669516","1","1","1"
"V9","X8","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.428571428571429","0.428571428571429","0.40561474255661","0.40561474255661","0.0257826282770258","0.0257826282770258","1","1","1"
"V10","X9","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.380952380952381","0.380952380952381","0.391861568391514","0.391861568391514","0.0684110265464543","0.0684110265464543","1","1","0.794031584810179"
"V11","X10","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.380952380952381","0.380952380952381","0.391861568391514","0.391861568391514","0.0684110265464543","0.0684110265464543","1","1","0.794031584810179"
"V12","X11","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.380952380952381","0.380952380952381","0.369677307388167","0.369677307388167","0.0269918120573115","0.0269918120573115","1","1","1"
"V13","X12","0","0","0","0","100","100","0.275862068965517","0.275862068965517","0.285714285714286","0.285714285714286","0.286685226816333","0.286685226816333","0.0139950442892511","0.0139950442892511","1","1","1"
"V14","X13","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.357142857142857","0.357142857142857","0.356196442831562","0.356196442831562","0.0356980516950738","0.0356980516950738","1","1","1"
"V15","X14","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.357142857142857","0.357142857142857","0.360685559886178","0.360685559886178","0.0439233098244317","0.0439233098244317","1","1","1"
"V16","X15","0","0","0","0","100","100","0.5","0.5","0.30952380952381","0.30952380952381","0.357514992489864","0.357514992489864","0.114494362503281","0.114494362503281","1","1","0.407104368988567"
"V17","X16","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.285714285714286","0.285714285714286","0.313360126018671","0.313360126018671","0.064851367240161","0.064851367240161","1","1","0.871931139260732"
"V18","X17","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.404761904761905","0.404761904761905","0.392384570824618","0.392384570824618","0.034210856468623","0.034210856468623","1","1","1"
"V19","X18","0","0","0","0","100","100","0.258620689655172","0.258620689655172","0.261904761904762","0.261904761904762","0.267938857752261","0.267938857752261","0.0147917832049416","0.0147917832049416","0","0","1"
"V20","X19","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.380952380952381","0.380952380952381","0.387600435775302","0.387600435775302","0.0598425559990182","0.0598425559990182","1","1","0.94028812356504"
"V21","X20","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.238095238095238","0.238095238095238","0.294953408176985","0.294953408176985","0.112143721745822","0.112143721745822","1","1","0.531239070389775"
"V22","X21","0","0","0","0","100","100","0.5","0.5","0.404761904761905","0.404761904761905","0.414369046525657","0.414369046525657","0.0760069814952429","0.0760069814952429","1","1","0.671983732067986"
"V23","X22","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.380952380952381","0.380952380952381","0.369677307388167","0.369677307388167","0.0269918120573115","0.0269918120573115","1","1","1"
"V24","X23","0","0","0","0","100","100","0.327586206896552","0.327586206896552","0.404761904761905","0.404761904761905","0.367466694027116","0.367466694027116","-0.00310138892583457","-0.00310138892583457","1","1","1"
"V25","X24","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.404761904761905","0.404761904761905","0.372714130590401","0.372714130590401","0.00404649899185968","0.00404649899185968","1","1","1"
"V26","X25","0","0","0","0","100","100","0.5","0.5","0.5","0.5","0.469099630815135","0.469099630815135","0.0392542833170441","0.0392542833170441","1","1","1"
"V27","idx","181","181","181","181","181","181","181","181","181","181","181","181","181","181","181","181","181"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.357142857142857","0.357142857142857","0.365059332796972","0.365059332796972","0.0523180871222666","0.0523180871222666","1","1","1"
"V3","X2","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.357142857142857","0.357142857142857","0.365059332796972","0.365059332796972","0.0523180871222666","0.0523180871222666","1","1","1"
"V4","X3","0","0","0","0","100","100","0.379310344827586","0.379310344827586","0.428571428571429","0.428571428571429","0.395709263723221","0.395709263723221","0.0109011102250249","0.0109011102250249","1","1","1"
"V5","X4","0","0","0","0","100","100","0.293103448275862","0.293103448275862","0.380952380952381","0.380952380952381","0.344185970699889","0.344185970699889","-0.0100675159468034","-0.0100675159468034","0","0","1"
"V6","X5","0","0","0","0","100","100","0.293103448275862","0.293103448275862","0.476190476190476","0.476190476190476","0.39380967831284","0.39380967831284","-0.0385682822680591","-0.0385682822680591","0","0","1"
"V7","X6","0","0","0","0","100","100","0.327586206896552","0.327586206896552","0.380952380952381","0.380952380952381","0.354759746073868","0.354759746073868","0.00437312699402042","0.00437312699402042","0","0","1"
"V8","X7","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.452380952380952","0.452380952380952","0.428378258932087","0.428378258932087","0.0328756312496234","0.0328756312496234","1","1","1"
"V9","X8","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.428571428571429","0.428571428571429","0.40561474255661","0.40561474255661","0.0257826282770258","0.0257826282770258","1","1","1"
"V10","X9","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.333333333333333","0.333333333333333","0.359182550124811","0.359182550124811","0.0793903834306557","0.0793903834306557","1","1","0.631821364515819"
"V11","X10","0","0","0","0","100","100","0.5","0.5","0.476190476190476","0.476190476190476","0.455633807622205","0.455633807622205","0.0480821879849696","0.0480821879849696","1","1","1"
"V12","X11","1","1","0","0","90","93","0.615384615384615","0.611111111111111","0.342105263157895","0.333333333333333","0.411815798127181","0.405266911288983","0.147529686518553","0.150068246523789","1","1","0.620827174600731"
"V13","X12","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.5","0.5","0.454483793135709","0.454483793135709","0.0166336209621383","0.0166336209621383","1","1","1"
"V14","X13","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.523809523809524","0.523809523809524","0.456691609973053","0.456691609973053","-0.00464286676780271","-0.00464286676780271","1","1","1"
"V15","X14","0","0","0","0","100","100","0.5","0.5","0.452380952380952","0.452380952380952","0.442045044488415","0.442045044488415","0.057180147617778","0.057180147617778","1","1","0.984415496831027"
"V16","X15","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.404761904761905","0.404761904761905","0.377841338225152","0.377841338225152","0.0113138016608925","0.0113138016608925","1","1","1"
"V17","X16","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.404761904761905","0.404761904761905","0.405815116459403","0.405815116459403","0.0589071804062033","0.0589071804062033","1","1","0.966392859358124"
"V18","X17","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.380952380952381","0.380952380952381","0.374357956993295","0.374357956993295","0.0349166626236592","0.0349166626236592","1","1","1"
"V19","X18","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.285714285714286","0.285714285714286","0.317443004856419","0.317443004856419","0.0736759202330267","0.0736759202330267","0","0","0.739785266196511"
"V20","X19","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.285714285714286","0.285714285714286","0.321492579443763","0.321492579443763","0.0824623212564753","0.0824623212564753","0","0","0.631132401315968"
"V21","X20","0","0","0","0","100","100","0.344827586206897","0.344827586206897","0.333333333333333","0.333333333333333","0.333286945147212","0.333286945147212","0.0284268762585056","0.0284268762585056","0","0","1"
"V22","X21","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.452380952380952","0.452380952380952","0.433040658552315","0.433040658552315","0.0407744577788022","0.0407744577788022","1","1","1"
"V23","X22","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.5","0.5","0.444122983246226","0.444122983246226","0.00259144189315062","0.00259144189315062","1","1","1"
"V24","X23","0","0","0","0","100","100","0.310344827586207","0.310344827586207","0.357142857142857","0.357142857142857","0.336718526050079","0.336718526050079","0.00472734387330468","0.00472734387330468","0","0","1"
"V25","X24","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.261904761904762","0.261904761904762","0.302230896594584","0.302230896594584","0.0843808504547348","0.0843808504547348","0","0","0.630027970466063"
"V26","X25","0","0","0","0","100","100","0.5","0.5","0.428571428571429","0.428571428571429","0.428257246283286","0.428257246283286","0.0665053624690217","0.0665053624690217","1","1","0.827572455211835"
"V27","idx","182","182","182","182","182","182","182","182","182","182","182","182","182","182","182","182","182"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","1","1","0","0","90","93","0.607142857142857","0.596491228070175","0.294117647058824","0.305555555555556","0.389707361783705","0.389661043783494","0.157674553360222","0.152306111271559","1","1","0.665546245823653"
"V3","X2","0","0","0","0","100","100","0.5","0.5","0.30952380952381","0.30952380952381","0.357514992489864","0.357514992489864","0.114494362503281","0.114494362503281","0","0","0.407104368988567"
"V4","X3","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.380952380952381","0.380952380952381","0.413484748154013","0.413484748154013","0.110805177661273","0.110805177661273","1","1","0.361735147572171"
"V5","X4","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.333333333333333","0.333333333333333","0.380954456817582","0.380954456817582","0.121041984873995","0.121041984873995","0","0","0.383621781398767"
"V6","X5","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.380952380952381","0.380952380952381","0.413484748154013","0.413484748154013","0.110805177661273","0.110805177661273","1","1","0.361735147572171"
"V7","X6","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.476190476190476","0.476190476190476","0.482236776097","0.482236776097","0.0989307802195362","0.0989307802195362","1","1","0.490461713937229"
"V8","X7","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.452380952380952","0.452380952380952","0.446405914377477","0.446405914377477","0.0656191003549987","0.0656191003549987","1","1","0.854530604267974"
"V9","X8","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.452380952380952","0.452380952380952","0.463952851714072","0.463952851714072","0.0997689905786468","0.0997689905786468","1","1","0.44811315368222"
"V10","X9","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.428571428571429","0.428571428571429","0.4239347823565","0.4239347823565","0.0580271691946168","0.0580271691946168","0","0","0.980352937231569"
"V11","X10","1","1","0","0","90","93","0.636363636363636","0.631578947368421","0.371428571428571","0.388888888888889","0.438131608702076","0.445167029514732","0.146219515375083","0.140291432140614","1","1","0.506788596098525"
"V12","X11","1","0","0","0","90","93","0.584905660377358","0.574074074074074","0.351351351351351","0.358974358974359","0.408568528002915","0.408243941963566","0.132316624616561","0.126556781285257","1","1","0.422345437904093"
"V13","X12","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.404761904761905","0.404761904761905","0.401457737142749","0.401457737142749","0.0505050465004435","0.0505050465004435","0","0","1"
"V14","X13","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.428571428571429","0.428571428571429","0.441231583239176","0.441231583239176","0.0921826777059605","0.0921826777059605","1","1","0.487886320430485"
"V15","X14","0","0","0","0","100","100","0.5","0.5","0.357142857142857","0.357142857142857","0.386177303115259","0.386177303115259","0.0952869261841891","0.0952869261841891","0","0","0.441051874993467"
"V16","X15","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.333333333333333","0.333333333333333","0.359182550124811","0.359182550124811","0.0793903834306557","0.0793903834306557","0","0","0.631821364515819"
"V17","X16","0","0","0","0","100","100","0.5","0.5","0.333333333333333","0.333333333333333","0.371902194875642","0.371902194875642","0.104929174421993","0.104929174421993","0","0","0.395871965629322"
"V18","X17","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.452380952380952","0.452380952380952","0.450747839154303","0.450747839154303","0.0741506108172482","0.0741506108172482","1","1","0.719064944382874"
"V19","X18","1","1","0","0","90","93","0.653846153846154","0.641509433962264","0.421052631578947","0.425","0.466578910089124","0.463968074444115","0.138347457160199","0.133084117509023","1","1","0.455734315417686"
"V20","X19","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.380952380952381","0.380952380952381","0.396094867160637","0.396094867160637","0.0770241174512977","0.0770241174512977","0","0","0.65540923649569"
"V21","X20","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.428571428571429","0.428571428571429","0.432568725029397","0.432568725029397","0.0750608724596596","0.0750608724596596","1","1","0.695532234436245"
"V22","X21","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.523809523809524","0.523809523809524","0.456691609973053","0.456691609973053","-0.00464286676780271","-0.00464286676780271","0","0","1"
"V23","X22","1","1","0","0","90","93","0.566037735849057","0.555555555555556","0.243243243243243","0.230769230769231","0.342247341788914","0.328887338561707","0.1596844712815","0.162126865776642","0","0","0.819254632646175"
"V24","X23","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.404761904761905","0.404761904761905","0.41864098993241","0.41864098993241","0.0845938650055431","0.0845938650055431","0","0","0.558230500790779"
"V25","X24","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.30952380952381","0.30952380952381","0.340491854151888","0.340491854151888","0.0808173264777899","0.0808173264777899","0","0","0.638426482855296"
"V26","X25","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.523809523809524","0.523809523809524","0.487219651127122","0.487219651127122","0.0384264342624709","0.0384264342624709","1","1","1"
"V27","idx","183","183","183","183","183","183","183","183","183","183","183","183","183","183","183","183","183"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.357142857142857","0.357142857142857","0.381914064413988","0.381914064413988","0.0867590486864971","0.0867590486864971","0","0","0.529780412158102"
"V3","X2","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.404761904761905","0.404761904761905","0.436554835475501","0.436554835475501","0.117938285156576","0.117938285156576","0","0","0.364772849264359"
"V4","X3","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.333333333333333","0.333333333333333","0.355055700981197","0.355055700981197","0.0706865808924788","0.0706865808924788","0","0","0.757700928908606"
"V5","X4","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.523809523809524","0.523809523809524","0.462043756205922","0.462043756205922","0.00209182807304566","0.00209182807304566","0","0","1"
"V6","X5","1","1","0","0","90","93","0.615384615384615","0.615384615384615","0.368421052631579","0.341463414634146","0.426152644914159","0.408592605540285","0.139314135148533","0.149428620249717","0","0","0.607351684186297"
"V7","X6","1","1","0","0","100","100","0.568965517241379","0.568965517241379","0.357142857142857","0.357142857142857","0.404391705902814","0.404391705902814","0.127639059906568","0.127639059906568","0","0","0.402821940115602"
"V8","X7","1","1","0","0","80","83","0.744186046511628","0.727272727272727","0.405405405405405","0.41025641025641","0.485638884222724","0.480851851053958","0.171241948569883","0.165766550414116","1","1","0.792154384522061"
"V9","X8","0","0","0","0","100","100","0.5","0.5","0.452380952380952","0.452380952380952","0.442045044488415","0.442045044488415","0.057180147617778","0.057180147617778","0","0","0.984415496831027"
"V10","X9","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.30952380952381","0.30952380952381","0.353086179056743","0.353086179056743","0.106360010545299","0.106360010545299","0","0","0.415075834677944"
"V11","X10","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.30952380952381","0.30952380952381","0.353086179056743","0.353086179056743","0.106360010545299","0.106360010545299","0","0","0.415075834677944"
"V12","X11","1","1","0","0","80","83","0.680851063829787","0.6875","0.363636363636364","0.371428571428571","0.448869015789394","0.453216187991019","0.159719714855756","0.161928044716913","0","0","0.758732770876167"
"V13","X12","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.404761904761905","0.404761904761905","0.436554835475501","0.436554835475501","0.117938285156576","0.117938285156576","0","0","0.364772849264359"
"V14","X13","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.357142857142857","0.357142857142857","0.395000158639978","0.395000158639978","0.111879309581816","0.111879309581816","0","0","0.369535857812137"
"V15","X14","0","0","0","0","100","100","0.53448275862069","0.53448275862069","0.357142857142857","0.357142857142857","0.395000158639978","0.395000158639978","0.111879309581816","0.111879309581816","0","0","0.369535857812137"
"V16","X15","0","0","0","0","100","100","0.517241379310345","0.517241379310345","0.547619047619048","0.547619047619048","0.500579237726992","0.500579237726992","0.0298680091504307","0.0298680091504307","0","0","1"
"V17","X16","1","1","0","0","90","93","0.574074074074074","0.571428571428571","0.25","0.27027027027027","0.350692675296448","0.36038739103447","0.159983131767316","0.154358963910329","0","0","0.72023275122348"
"V18","X17","0","0","0","0","100","100","0.620689655172414","0.620689655172414","0.428571428571429","0.428571428571429","0.459793051134159","0.459793051134159","0.125064588270073","0.125064588270073","0","0","0.407268905678668"
"V19","X18","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.428571428571429","0.428571428571429","0.454923701362005","0.454923701362005","0.117112621381152","0.117112621381152","0","0","0.379853426379368"
"V20","X19","1","1","0","0","90","93","0.654545454545455","0.654545454545455","0.342857142857143","0.315789473684211","0.429982284030186","0.412075311209219","0.161286410869949","0.171017309980341","0","0","0.829849763747001"
"V21","X20","1","1","0","0","80","83","0.695652173913043","0.708333333333333","0.323529411764706","0.314285714285714","0.431981317774712","0.431766274382044","0.174919778224698","0.183397715744308","0","0","0.932628112933848"
"V22","X21","1","1","0","0","80","83","0.717391304347826","0.729166666666667","0.441176470588235","0.457142857142857","0.499106530188561","0.511384289007165","0.1526973668628","0.154417827640888","1","1","0.697270134666463"
"V23","X22","1","1","0","0","80","83","0.638297872340426","0.62","0.303030303030303","0.303030303030303","0.402947838250203","0.397961727022914","0.160926455105372","0.156202002293029","0","0","0.732591565554875"
"V24","X23","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.428571428571429","0.428571428571429","0.445669174941245","0.445669174941245","0.100638875176018","0.100638875176018","0","0","0.418375601468349"
"V25","X24","1","1","0","0","80","83","0.666666666666667","0.666666666666667","0.342857142857143","0.342857142857143","0.429611400692193","0.431187824760952","0.160410500019677","0.162157257804844","0","0","0.770362016963132"
"V26","X25","1","0","0","0","90","93","0.584905660377358","0.574074074074074","0.351351351351351","0.358974358974359","0.408568528002915","0.408243941963566","0.132316624616561","0.126556781285257","0","0","0.422345437904093"
"V27","idx","184","184","184","184","184","184","184","184","184","184","184","184","184","184","184","184","184"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.637931034482759","0.637931034482759","0.452380952380952","0.452380952380952","0.478165549983444","0.478165549983444","0.124368368539436","0.124368368539436","0","0","0.417861405843843"
"V3","X2","1","1","0","0","80","83","0.693877551020408","0.692307692307692","0.258064516129032","0.258064516129032","0.406596023646847","0.408236228087678","0.188967473190786","0.190246858652028","0","0","0.967690533982915"
"V4","X3","1","1","0","0","80","83","0.702127659574468","0.72","0.393939393939394","0.393939393939394","0.471626482926357","0.479897318276132","0.159443163106293","0.167424909493547","0","0","0.810513749430248"
"V5","X4","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.404761904761905","0.404761904761905","0.436554835475501","0.436554835475501","0.117938285156576","0.117938285156576","0","0","0.364772849264359"
"V6","X5","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.380952380952381","0.380952380952381","0.418130656270412","0.418130656270412","0.118851627522114","0.118851627522114","0","0","0.365401036648643"
"V7","X6","1","1","0","0","90","93","0.641509433962264","0.62962962962963","0.405405405405405","0.41025641025641","0.455280040435155","0.453093263794186","0.138166307178944","0.132905924412126","0","0","0.45356644539019"
"V8","X7","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.404761904761905","0.404761904761905","0.427361903415483","0.427361903415483","0.101562459873634","0.101562459873634","0","0","0.400602730511954"
"V9","X8","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.476190476190476","0.476190476190476","0.473318019784807","0.473318019784807","0.0818297843499187","0.0818297843499187","0","0","0.642315845000389"
"V10","X9","1","1","0","0","80","83","0.659574468085106","0.673469387755102","0.212121212121212","0.205882352941176","0.362832984673567","0.36414305408832","0.190791576354346","0.198885224564637","0","0","0.988929186859083"
"V11","X10","1","1","0","0","80","83","0.704545454545455","0.695652173913043","0.416666666666667","0.405405405405405","0.479381703843831","0.470544269317744","0.154307724196037","0.155778989627795","0","0","0.692819110910668"
"V12","X11","1","1","0","0","80","83","0.693877551020408","0.693877551020408","0.32258064516129","0.352941176470588","0.43787139742418","0.448016774755157","0.173818066327983","0.168803385692488","0","0","0.826947757022274"
"V13","X12","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.380952380952381","0.380952380952381","0.418130656270412","0.418130656270412","0.118851627522114","0.118851627522114","0","0","0.365401036648643"
"V14","X13","0","0","0","0","100","100","0.603448275862069","0.603448275862069","0.547619047619048","0.547619047619048","0.523735367545883","0.523735367545883","0.0704457816098313","0.0704457816098313","0","0","0.842301178614793"
"V15","X14","1","1","0","0","70","73","0.813953488372093","0.822222222222222","0.259259259259259","0.285714285714286","0.465355623534056","0.480790008927781","0.215080853079579","0.215878524021427","0","0","0.997715618127644"
"V16","X15","0","0","0","0","100","100","0.586206896551724","0.586206896551724","0.523809523809524","0.523809523809524","0.505408564497423","0.505408564497423","0.0714181128659783","0.0714181128659783","0","0","0.811339365959444"
"V17","X16","1","1","0","0","80","83","0.74","0.75","0.366666666666667","0.387096774193548","0.479620992718702","0.49277760257752","0.17847670986851","0.179108099453483","0","0","0.897597066791494"
"V18","X17","0","0","0","0","100","100","0.568965517241379","0.568965517241379","0.476190476190476","0.476190476190476","0.473318019784807","0.473318019784807","0.0818297843499187","0.0818297843499187","0","0","0.642315845000389"
"V19","X18","1","1","0","0","90","93","0.607142857142857","0.607142857142857","0.323529411764706","0.351351351351351","0.404897967587737","0.416265688055349","0.149009733505015","0.142445302232653","0","0","0.536768486239692"
"V20","X19","1","1","0","0","90","93","0.672413793103448","0.672413793103448","0.40625","0.4","0.472082963224761","0.466130056587028","0.149396484881407","0.153000011151123","0","0","0.638904415060752"
"V21","X20","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.285714285714286","0.285714285714286","0.338443431426079","0.338443431426079","0.116102364493151","0.116102364493151","0","0","0.448160301892269"
"V22","X21","0","0","0","0","100","100","0.672413793103448","0.672413793103448","0.523809523809524","0.523809523809524","0.528328177694598","0.528328177694598","0.114265558130115","0.114265558130115","0","0","0.529877915116638"
"V23","X22","1","1","0","0","100","100","0.586206896551724","0.586206896551724","0.380952380952381","0.380952380952381","0.422938714040755","0.422938714040755","0.126677017485717","0.126677017485717","0","0","0.389117102703203"
"V24","X23","1","1","0","0","70","73","0.769230769230769","0.75609756097561","0.32258064516129","0.3125","0.45909401857704","0.448989685753709","0.190248854217748","0.191034622587975","0","0","0.969717183299987"
"V25","X24","1","1","0","0","100","100","0.603448275862069","0.603448275862069","0.357142857142857","0.357142857142857","0.414507451226908","0.414507451226908","0.142460805387395","0.142460805387395","0","0","0.511207632907013"
"V26","X25","1","1","0","0","70","73","0.785714285714286","0.767441860465116","0.392857142857143","0.366666666666667","0.508122734393241","0.485670571936215","0.181054114488769","0.183010913230816","0","0","0.937323394744892"
"V27","idx","185","185","185","185","185","185","185","185","185","185","185","185","185","185","185","185","185"
"V1","","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob"
"V2","X1","0","0","0","0","100","100","0.46551724137931","0.46551724137931","0.285714285714286","0.285714285714286","0.334037347401293","0.334037347401293","0.108009094153764","0.108009094153764","1","1","0.442685914495986"
"V3","X2","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.30952380952381","0.30952380952381","0.323775778850684","0.323775778850684","0.0460214544647747","0.0460214544647747","1","1","1"
"V4","X3","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.30952380952381","0.30952380952381","0.336369015219256","0.336369015219256","0.0720792134783909","0.0720792134783909","1","1","0.746530162623682"
"V5","X4","0","0","0","0","100","100","0.551724137931034","0.551724137931034","0.452380952380952","0.452380952380952","0.455093754401082","0.455093754401082","0.0827247305678217","0.0827247305678217","0","0","0.615971568025659"
"V6","X5","0","0","0","0","100","100","0.396551724137931","0.396551724137931","0.333333333333333","0.333333333333333","0.346662537745053","0.346662537745053","0.0533972028065151","0.0533972028065151","1","1","1"
"V7","X6","0","0","0","0","100","100","0.310344827586207","0.310344827586207","0.380952380952381","0.380952380952381","0.349522657088668","0.349522657088668","-0.00287402384371411","-0.00287402384371411","1","1","1"
"V8","X7","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.523809523809524","0.523809523809524","0.467324997447572","0.467324997447572","0.00895551063356007","0.00895551063356007","1","1","1"
"V9","X8","0","0","0","0","100","100","0.431034482758621","0.431034482758621","0.380952380952381","0.380952380952381","0.383278732951621","0.383278732951621","0.0513741898319394","0.0513741898319394","1","1","1"
"V10","X9","0","0","0","0","100","100","0.413793103448276","0.413793103448276","0.404761904761905","0.404761904761905","0.392384570824618","0.392384570824618","0.034210856468623","0.034210856468623","1","1","1"
"V11","X10","0","0","0","0","100","100","0.482758620689655","0.482758620689655","0.476190476190476","0.476190476190476","0.45106342732591","0.45106342732591","0.0400314028044368","0.0400314028044368","1","1","1"
"V12","X11","0","0","0","0","100","100","0.448275862068966","0.448275862068966","0.333333333333333","0.333333333333333","0.359182550124811","0.359182550124811","0.0793903834306557","0.0793903834306557","1","1","0.631821364515819"
"V13","X12","0","0","0","0","100","100","0.362068965517241","0.362068965517241","0.428571428571429","0.428571428571429","0.390573252031521","0.390573252031521","0.00372704166893139","0.00372704166893139","1","1","1"
"V14","X13","0","0","0","0","100","100","0.5","0.5","0.404761904761905","0.404761904761905","0.414369046525657","0.414369046525657","0.0760069814952429","0.0760069814952429","1","1","0.671983732067986"
