78,0.41,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
79,0.42,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
80,0.43,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
81,0.44,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
82,0.45,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
83,0.46,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
84,0.47,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
85,0.48,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
86,0.49,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
87,0.5,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
88,0.51,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
89,0.52,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
90,0.53,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
91,0.54,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
92,0.55,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
93,0.56,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
94,0.57,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
95,0.58,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
96,0.59,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
97,0.6,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
98,0.61,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
99,0.62,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
100,0.63,0.39,2,1,4,0,0.25,0.5,0.05,100,70,3000
101,0.39,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
102,0.4,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
103,0.41,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
104,0.42,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
105,0.43,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
106,0.44,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
107,0.45,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
108,0.46,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
109,0.47,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
110,0.48,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
111,0.49,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
112,0.5,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
113,0.51,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
114,0.52,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
115,0.53,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
116,0.54,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
117,0.55,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
118,0.56,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
119,0.57,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
120,0.58,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
121,0.59,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
122,0.6,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
123,0.61,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
124,0.62,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
125,0.63,0.39,2,1,4,0,NA,0.5,0.05,100,70,3000
